sourcecitationnoteid	sourcecitation	sourcecitationnotegroup	sourcecitationnotetype	sourcecitationnotetext
3104091	291688	\N	335	Londonderry Township
3104092	291688	\N	336	Sept.
3104093	291688	\N	338	
3104094	291688	\N	339	
3104095	291688	\N	340	1877
3104096	291688	\N	342	
3104097	291688	\N	343	
3104098	291688	\N	381	Hyndman
3104099	291688	\N	666	1840
3104100	291688	\N	687	Boroughs
3104103	291689	\N	111	Bedford
3104104	291689	\N	324	29
3104105	291689	\N	326	
3104106	291689	\N	327	
3104107	291689	\N	328	
3104108	291689	\N	329	
3104109	291689	\N	330	
3104110	291689	\N	331	
3104111	291689	\N	332	
3104112	291689	\N	333	
3104113	291689	\N	334	
3104114	291689	\N	335	Harrison Township
3104115	291689	\N	336	Nov.
3104116	291689	\N	338	
3104117	291689	\N	339	
3104118	291689	\N	340	1886
3104119	291689	\N	342	
3104120	291689	\N	343	
3104121	291689	\N	381	Manns Choice
3104122	291689	\N	666	1872
3104123	291689	\N	687	Boroughs
3104126	291690	\N	111	Bedford
3104127	291690	\N	324	
3104128	291690	\N	326	
3104129	291690	\N	327	
3104130	291690	\N	328	
3104131	291690	\N	329	
3104132	291690	\N	330	
3104133	291690	\N	331	
3104134	291690	\N	332	
3104135	291690	\N	333	
3104136	291690	\N	334	
3104137	291690	\N	335	Napier Township
3104138	291690	\N	336	Sept.
3104139	291690	\N	338	
3104140	291690	\N	339	
3104141	291690	\N	340	1877
3104142	291690	\N	342	
3104143	291690	\N	343	
3104144	291690	\N	381	New Paris
3104145	291690	\N	666	
3104146	291690	\N	687	Boroughs
3104149	291691	\N	111	Bedford
3104150	291691	\N	324	22
3104151	291691	\N	326	
3104152	291691	\N	327	
3104153	291691	\N	328	
3104154	291691	\N	329	
3104155	291691	\N	330	
3104156	291691	\N	331	
3104157	291691	\N	332	
3104158	291691	\N	333	
3104159	291691	\N	334	
3104160	291691	\N	335	
3104161	291691	\N	336	Feb.
3104162	291691	\N	338	
3104163	291691	\N	339	
3104164	291691	\N	340	1871
3104165	291691	\N	342	
3104166	291691	\N	343	
3104167	291691	\N	381	Pleasantville
3104168	291691	\N	666	1824
3104169	291691	\N	687	Boroughs
3104172	291692	\N	111	Bedford
3104173	291692	\N	324	17
3104174	291692	\N	326	
3104175	291692	\N	327	
3104176	291692	\N	328	
3104177	291692	\N	329	
3104178	291692	\N	330	
3104179	291692	\N	331	
3104180	291692	\N	332	
3104181	291692	\N	333	
3104182	291692	\N	334	
3104183	291692	\N	335	Colerain Township
3104184	291692	\N	336	Nov.
3104185	291692	\N	338	
3104186	291692	\N	339	
3104187	291692	\N	340	1856
3104188	291692	\N	342	
3104189	291692	\N	343	
3104190	291692	\N	381	Rainsburg
3104191	291692	\N	666	
3104192	291692	\N	687	Boroughs
3104195	291693	\N	111	Bedford
3104196	291693	\N	324	6
3104197	291693	\N	326	
3104198	291693	\N	327	
3104199	291693	\N	328	
3104200	291693	\N	329	
3104201	291693	\N	330	
3104202	291693	\N	331	
3104203	291693	\N	332	
3104204	291693	\N	333	
3104205	291693	\N	334	
3104206	291693	\N	335	East St. Clair Township
3104207	291693	\N	336	Sept.
3104208	291693	\N	338	
3104209	291693	\N	339	
3104210	291693	\N	340	1867
3104211	291693	\N	342	
3104212	291693	\N	343	
3104213	291693	\N	381	St. Clairsville
3104214	291693	\N	666	1820
3104215	291693	\N	687	Boroughs
3104218	291694	\N	111	Bedford
3104219	291694	\N	324	
3104220	291694	\N	326	
3104221	291694	\N	327	
3104222	291694	\N	328	
3104223	291694	\N	329	
3104224	291694	\N	330	
3104225	291694	\N	331	
3104226	291694	\N	332	
3104227	291694	\N	333	
3104228	291694	\N	334	
3104229	291694	\N	335	Liberty Township
3104230	291694	\N	336	
3104231	291694	\N	338	
3104232	291694	\N	339	
3104233	291694	\N	340	1867
3104234	291694	\N	342	
3104235	291694	\N	343	
3104236	291694	\N	381	Saxton
3104237	291694	\N	666	1855
3104238	291694	\N	687	Boroughs
3104241	291695	\N	111	Bedford
3104242	291695	\N	324	19
3104243	291695	\N	326	
3104244	291695	\N	327	
3104245	291695	\N	328	
3104246	291695	\N	329	
3104247	291695	\N	330	
3104248	291695	\N	331	
3104249	291695	\N	332	
3104250	291695	\N	333	
3104251	291695	\N	334	
3104252	291695	\N	335	Napier Township
3104253	291695	\N	336	Mar.
3104254	291695	\N	338	
3104255	291695	\N	339	
3104256	291695	\N	340	1838
3104257	291695	\N	342	
3104258	291695	\N	343	
3104259	291695	\N	381	Schellsburg
3104260	291695	\N	666	1808
3104261	291695	\N	687	Boroughs
3104264	291696	\N	111	Bedford
3104265	291696	\N	324	23
3104266	291696	\N	326	
3104267	291696	\N	327	
3104268	291696	\N	328	
3104269	291696	\N	329	
3104270	291696	\N	330	
3104271	291696	\N	331	
3104272	291696	\N	332	
3104273	291696	\N	333	
3104274	291696	\N	334	
3104275	291696	\N	335	Woodbury Township
3104276	291696	\N	336	June
3104277	291696	\N	338	
3104278	291696	\N	339	
3104279	291696	\N	340	1868
3104280	291696	\N	342	
3104281	291696	\N	343	
3104282	291696	\N	381	Woodbury
3104283	291696	\N	666	1800
3104284	291696	\N	687	Boroughs
3104287	291697	\N	111	Bedford
3104288	291697	\N	324	
3104289	291697	\N	326	
3104290	291697	\N	327	
3104291	291697	\N	328	
3104292	291697	\N	329	
3104293	291697	\N	330	
3104294	291697	\N	331	
3104295	291697	\N	332	
3104296	291697	\N	334	
3104297	291697	\N	335	Territory while part of Cumberland County
3104298	291697	\N	336	
3104299	291697	\N	338	
3104300	291697	\N	339	
3104301	291697	\N	340	1768
3104302	291697	\N	342	
3104303	291697	\N	343	
3104304	291697	\N	383	Bedford
3104305	291697	\N	492	1761
3104306	291697	\N	687	Second Class Townships
3104309	291698	\N	111	Bedford
3104310	291698	\N	324	8
3104311	291698	\N	326	
3104312	291698	\N	327	
3104313	291698	\N	328	
3104314	291698	\N	329	
3104315	291698	\N	330	
3104316	291698	\N	331	
3104317	291698	\N	332	
3104318	291698	\N	334	
3104319	291698	\N	335	
3104320	291698	\N	336	Dec.
3104321	291698	\N	338	
3104322	291698	\N	339	
3104323	291698	\N	340	1876
3104324	291698	\N	342	
3104325	291698	\N	343	
3104326	291698	\N	383	Bloomfield
3104327	291698	\N	492	1796
3104328	291698	\N	687	Second Class Townships
3104331	291699	\N	111	Bedford
3104332	291699	\N	324	16
3104333	291699	\N	326	
3104334	291699	\N	327	
3104335	291699	\N	328	
3104336	291699	\N	329	
3104337	291699	\N	330	
3104338	291699	\N	331	
3104339	291699	\N	332	
3104340	291699	\N	334	
3104341	291699	\N	335	Hopewell Township
3104342	291699	\N	336	Apr.
3104343	291699	\N	338	
3104344	291699	\N	339	
3104345	291699	\N	340	1838
3104346	291699	\N	342	
3104347	291699	\N	343	
3104348	291699	\N	383	Broad Top
3104349	291699	\N	492	1785
3104350	291699	\N	687	Second Class Townships
3104353	291700	\N	111	Bedford
3104354	291700	\N	324	
3104355	291700	\N	326	
3104356	291700	\N	327	
3104357	291700	\N	328	
3104358	291700	\N	329	
3104359	291700	\N	330	
3104360	291700	\N	331	
3104361	291700	\N	332	
3104362	291700	\N	334	
3104363	291700	\N	335	Territory while part of Cumberland County
3104364	291700	\N	336	Before
3104365	291700	\N	338	
3104366	291700	\N	339	
3104367	291700	\N	340	1771
3104368	291700	\N	342	
3104369	291700	\N	343	
3104370	291700	\N	383	Colerain
3104371	291700	\N	492	About 1765
3104372	291700	\N	687	Second Class Townships
3104375	291701	\N	111	Bedford
3104376	291701	\N	324	
3104377	291701	\N	326	
3104378	291701	\N	327	
3104379	291701	\N	328	
3104380	291701	\N	329	
3104381	291701	\N	330	
3104382	291701	\N	331	
3104383	291701	\N	332	
3104384	291701	\N	334	
3104385	291701	\N	335	Territory while part of Cumberland County
3104386	291701	\N	336	Before
3104387	291701	\N	338	
3104388	291701	\N	339	
3104389	291701	\N	340	1771
3104390	291701	\N	342	
3104391	291701	\N	343	
3104392	291701	\N	383	Cumberland Valley
3104393	291701	\N	492	About 1771
3104394	291701	\N	687	Second Class Townships
3104397	291702	\N	111	Bedford
3104398	291702	\N	324	7
3104399	291702	\N	326	
3104400	291702	\N	327	
3104401	291702	\N	328	
3104402	291702	\N	329	
3104403	291702	\N	330	
3104404	291702	\N	331	
3104405	291702	\N	332	
3104406	291702	\N	334	
3104407	291702	\N	335	Providence Township
3104408	291702	\N	336	June
3104409	291702	\N	338	
3104410	291702	\N	339	
3104411	291702	\N	340	1844
3104412	291702	\N	342	
3104413	291702	\N	343	
3104414	291702	\N	383	East Providence
3104415	291702	\N	492	About 1780
3104416	291702	\N	687	Second Class Townships
3104419	291703	\N	111	Bedford
3104420	291703	\N	324	18
3104421	291703	\N	326	
3104422	291703	\N	327	
3104423	291703	\N	328	
3104424	291703	\N	329	
3104425	291703	\N	330	
3104426	291703	\N	331	
3104427	291703	\N	332	
3104428	291703	\N	334	
3104429	291703	\N	335	St. Clair Township
3104430	291703	\N	336	Sept.
3104431	291703	\N	338	
3104432	291703	\N	339	
3104433	291703	\N	340	1875
3104434	291703	\N	342	
3104435	291703	\N	343	
3104436	291703	\N	383	East St. Clair
3104437	291703	\N	492	1794
3104438	291703	\N	687	Second Class Townships
3104441	291704	\N	111	Bedford
3104442	291704	\N	324	
3104443	291704	\N	326	
3104444	291704	\N	327	
3104445	291704	\N	328	
3104446	291704	\N	329	
3104447	291704	\N	330	
3104448	291704	\N	331	
3104449	291704	\N	332	
3104450	291704	\N	334	
3104451	291704	\N	335	Napier Township
3104452	291704	\N	336	
3104453	291704	\N	338	
3104454	291704	\N	339	
3104455	291704	\N	340	1840
3104456	291704	\N	342	
3104457	291704	\N	343	
3104458	291704	\N	383	Harrison
3104459	291704	\N	492	About 1795
3104460	291704	\N	687	Second Class Townships
3104463	291705	\N	111	Bedford
3104464	291705	\N	324	
3104465	291705	\N	326	
3104466	291705	\N	327	
3104467	291705	\N	328	
3104468	291705	\N	329	
3104469	291705	\N	330	
3104470	291705	\N	331	
3104471	291705	\N	332	
3104472	291705	\N	334	
3104473	291705	\N	335	Barree Township
3104474	291705	\N	336	Oct.
3104475	291705	\N	338	
3104476	291705	\N	339	
3104477	291705	\N	340	1773
3104478	291705	\N	342	
3104479	291705	\N	343	
3104480	291705	\N	383	Hopewell
3104481	291705	\N	492	About 1771
3104482	291705	\N	687	Second Class Townships
3104485	291706	\N	111	Bedford
3104486	291706	\N	324	
3104487	291706	\N	326	
3104488	291706	\N	327	
3104489	291706	\N	328	
3104490	291706	\N	329	
3104491	291706	\N	330	
3104492	291706	\N	331	
3104493	291706	\N	332	
3104494	291706	\N	334	
3104495	291706	\N	335	Harrison and Napier Twps.
3104496	291706	\N	336	
3104497	291706	\N	338	
3104498	291706	\N	339	
3104499	291706	\N	340	1853
3104500	291706	\N	342	
3104501	291706	\N	343	
3104502	291706	\N	383	Juniata
3104503	291706	\N	492	1790
3104504	291706	\N	687	Second Class Townships
3104507	291707	\N	111	Bedford
3104508	291707	\N	324	
3104509	291707	\N	326	
3104510	291707	\N	327	
3104511	291707	\N	328	
3104512	291707	\N	329	
3104513	291707	\N	330	
3104514	291707	\N	331	
3104515	291707	\N	332	
3104516	291707	\N	334	
3104517	291707	\N	335	King and Union Twps.
3104518	291707	\N	336	
3104519	291707	\N	338	
3104520	291707	\N	339	
3104521	291707	\N	340	1889
3104522	291707	\N	342	
3104523	291707	\N	343	
3104524	291707	\N	383	Kimmel
3104525	291707	\N	492	
3104526	291707	\N	687	Second Class Townships
3104529	291708	\N	111	Bedford
3104530	291708	\N	324	
3104531	291708	\N	326	
3104532	291708	\N	327	
3104533	291708	\N	328	
3104534	291708	\N	329	
3104535	291708	\N	330	
3104536	291708	\N	331	
3104537	291708	\N	332	
3104538	291708	\N	334	
3104539	291708	\N	335	Union. Township
3104540	291708	\N	336	
3104541	291708	\N	338	
3104542	291708	\N	339	
3104543	291708	\N	340	1876
3104544	291708	\N	342	
3104545	291708	\N	343	
3104546	291708	\N	383	King
3104547	291708	\N	492	1760
3104548	291708	\N	687	Second Class Townships
3104551	291709	\N	111	Bedford
3104552	291709	\N	324	
3104553	291709	\N	326	
3104554	291709	\N	327	
3104555	291709	\N	328	
3104556	291709	\N	329	
3104557	291709	\N	330	
3104558	291709	\N	331	
3104559	291709	\N	332	
3104560	291709	\N	334	
3104561	291709	\N	335	Hopewell Township
3104562	291709	\N	336	
3104563	291709	\N	338	
3104564	291709	\N	339	
3104565	291709	\N	340	1845
3104566	291709	\N	342	
3104567	291709	\N	343	
3104568	291709	\N	383	Liberty
3104569	291709	\N	492	1775
3104570	291709	\N	687	Second Class Townships
3104573	291710	\N	111	Bedford
3104574	291710	\N	324	3
3104575	291710	\N	326	
3104576	291710	\N	327	
3104577	291710	\N	328	
3104578	291710	\N	329	
3104579	291710	\N	330	
3104580	291710	\N	331	
3104581	291710	\N	332	
3104582	291710	\N	334	
3104583	291710	\N	335	Union Township
3104584	291710	\N	336	Jan.
3104585	291710	\N	338	
3104586	291710	\N	339	
3104587	291710	\N	340	1899
3104588	291710	\N	342	
3104589	291710	\N	343	
3104590	291710	\N	383	Lincoln
3104591	291710	\N	492	
3104592	291710	\N	687	Second Class Townships
3104595	291711	\N	111	Bedford
3104596	291711	\N	324	
3104597	291711	\N	326	
3104598	291711	\N	327	
3104599	291711	\N	328	
3104600	291711	\N	329	
3104601	291711	\N	330	
3104602	291711	\N	331	
3104603	291711	\N	332	
3104604	291711	\N	334	
3104605	291711	\N	335	Cumberland Township
3104606	291711	\N	336	
3104607	291711	\N	338	
3104608	291711	\N	339	
3104609	291711	\N	340	1785
3104610	291711	\N	342	
3104611	291711	\N	343	
3104612	291711	\N	383	Londonderry
3104613	291711	\N	492	About 1762
3104614	291711	\N	687	Second Class Townships
3104617	291712	\N	111	Bedford
3104618	291712	\N	324	
3104619	291712	\N	326	
3104620	291712	\N	327	
3104621	291712	\N	328	
3104622	291712	\N	329	
3104623	291712	\N	330	
3104624	291712	\N	331	
3104625	291712	\N	332	
3104626	291712	\N	334	
3104627	291712	\N	335	Southampton Township
3104628	291712	\N	336	
3104629	291712	\N	338	
3104630	291712	\N	339	
3104631	291712	\N	340	1876
3104632	291712	\N	342	
3104633	291712	\N	343	
3104634	291712	\N	383	Mann
3104635	291712	\N	492	1808
3104636	291712	\N	687	Second Class Townships
3104639	291713	\N	111	Bedford
3104640	291713	\N	324	
3104641	291713	\N	326	
3104642	291713	\N	327	
3104643	291713	\N	328	
3104644	291713	\N	329	
3104645	291713	\N	330	
3104646	291713	\N	331	
3104647	291713	\N	332	
3104648	291713	\N	334	
3104649	291713	\N	335	Providence Township
3104650	291713	\N	336	
3104651	291713	\N	338	
3104652	291713	\N	339	
3104653	291713	\N	340	1840
3104654	291713	\N	342	
3104655	291713	\N	343	
3104656	291713	\N	383	Monroe
3104657	291713	\N	492	1793
3104658	291713	\N	687	Second Class Townships
3104661	291714	\N	111	Bedford
3104662	291714	\N	324	
3104663	291714	\N	326	
3104664	291714	\N	327	
3104665	291714	\N	328	
3104666	291714	\N	329	
3104667	291714	\N	330	
3104668	291714	\N	331	
3104669	291714	\N	332	
3104670	291714	\N	334	
3104671	291714	\N	335	Bedford and St. Clair Twps.
3104672	291714	\N	336	
3104673	291714	\N	338	
3104674	291714	\N	339	
3104675	291714	\N	340	1812
3104676	291714	\N	342	
3104677	291714	\N	343	
3104678	291714	\N	383	Napier
3104679	291714	\N	492	About 1775
3104680	291714	\N	687	Second Class Townships
3104683	291715	\N	111	Bedford
3104684	291715	\N	324	5
3104685	291715	\N	326	
3104686	291715	\N	327	
3104687	291715	\N	328	
3104688	291715	\N	329	
3104689	291715	\N	330	
3104690	291715	\N	331	
3104691	291715	\N	332	
3104692	291715	\N	334	
3104693	291715	\N	335	Colerain and West Providence Townships
3104694	291715	\N	336	Sept.
3104695	291715	\N	338	
3104696	291715	\N	339	
3104697	291715	\N	340	1857
3104698	291715	\N	342	
3104699	291715	\N	343	
3104700	291715	\N	383	Snake Spring
3104701	291715	\N	492	1763
3104702	291715	\N	687	Second Class Townships
3104705	291716	\N	111	Bedford
3104706	291716	\N	324	
3104707	291716	\N	326	
3104708	291716	\N	327	
3104709	291716	\N	328	
3104710	291716	\N	329	
3104711	291716	\N	330	
3104712	291716	\N	331	
3104713	291716	\N	332	
3104714	291716	\N	334	
3104715	291716	\N	335	
3104716	291716	\N	336	About
3104717	291716	\N	338	
3104718	291716	\N	339	
3104719	291716	\N	340	1799
3104720	291716	\N	342	
3104721	291716	\N	343	
3104722	291716	\N	383	Southampton
3104723	291716	\N	492	Before 1776
3104724	291716	\N	687	Second Class Townships
3104727	291717	\N	111	Bedford
3104728	291717	\N	324	
3104729	291717	\N	326	
3104730	291717	\N	327	
3104731	291717	\N	328	
3104732	291717	\N	329	
3104733	291717	\N	330	
3104734	291717	\N	331	
3104735	291717	\N	332	
3104736	291717	\N	334	
3104737	291717	\N	335	Woodbury Township
3104738	291717	\N	336	
3104739	291717	\N	338	
3104740	291717	\N	339	
3104741	291717	\N	340	1838
3104742	291717	\N	342	
3104743	291717	\N	343	
3104744	291717	\N	383	South Woodbury
3104745	291717	\N	492	1760
3104746	291717	\N	687	Second Class Townships
3104749	291718	\N	111	Bedford
3104750	291718	\N	324	
3104751	291718	\N	326	
3104752	291718	\N	327	
3104753	291718	\N	328	
3104754	291718	\N	329	
3104755	291718	\N	330	
3104756	291718	\N	331	
3104757	291718	\N	332	
3104758	291718	\N	334	
3104759	291718	\N	335	St. Clair and Greenfield Townships
3104760	291718	\N	336	
3104761	291718	\N	338	
3104762	291718	\N	339	
3104763	291718	\N	340	1834
3104764	291718	\N	342	
3104765	291718	\N	343	
3104766	291718	\N	383	Union
3104767	291718	\N	492	Before 1794
3104768	291718	\N	687	Second Class Townships
3104771	291719	\N	111	Bedford
3104772	291719	\N	324	7
3104773	291719	\N	326	
3104774	291719	\N	327	
3104775	291719	\N	328	
3104776	291719	\N	329	
3104777	291719	\N	330	
3104778	291719	\N	331	
3104779	291719	\N	332	
3104780	291719	\N	334	
3104781	291719	\N	335	Providence Township
3104782	291719	\N	336	June
3104783	291719	\N	338	
3104784	291719	\N	339	
3104785	291719	\N	340	1844
3104786	291719	\N	342	
3104787	291719	\N	343	
3104788	291719	\N	383	West Providence
3104789	291719	\N	492	About 1772
3104790	291719	\N	687	Second Class Townships
3104793	291720	\N	111	Bedford
3104794	291720	\N	324	18
3104795	291720	\N	326	
3104796	291720	\N	327	
3104797	291720	\N	328	
3104798	291720	\N	329	
3104799	291720	\N	330	
3104800	291720	\N	331	
3104801	291720	\N	332	
3104802	291720	\N	334	
3104803	291720	\N	335	East St. Clair Township
3104804	291720	\N	336	Sept.
3104805	291720	\N	338	
3104806	291720	\N	339	
3104807	291720	\N	340	1875
3104808	291720	\N	342	
3104809	291720	\N	343	
3104810	291720	\N	383	West St. Clair
3104811	291720	\N	492	1782
3104812	291720	\N	687	Second Class Townships
3104815	291721	\N	111	Bedford
3104816	291721	\N	324	
3104817	291721	\N	326	
3104818	291721	\N	327	
3104819	291721	\N	328	
3104820	291721	\N	329	
3104821	291721	\N	330	
3104822	291721	\N	331	
3104823	291721	\N	332	
3104824	291721	\N	334	
3104825	291721	\N	335	
3104826	291721	\N	336	
3104827	291721	\N	338	
3104828	291721	\N	339	
3104829	291721	\N	340	1785
3104830	291721	\N	342	
3104831	291721	\N	343	
3104832	291721	\N	383	Woodbury
3104833	291721	\N	492	1760
3104834	291721	\N	687	Second Class Townships
3104837	291722	\N	111	Berks
3104838	291722	\N	324	16
3104839	291722	\N	326	
3104840	291722	\N	327	
3104841	291722	\N	328	
3104842	291722	\N	331	
3104843	291722	\N	332	
3104844	291722	\N	336	Mar.
3104845	291722	\N	338	
3104846	291722	\N	339	
3104847	291722	\N	340	1847
3104848	291722	\N	342	
3104849	291722	\N	343	
3104850	291722	\N	382	Reading
3104851	291722	\N	452	Laid out as a town in 1784. Incorporated as a borough on September 15, 1783
3104852	291722	\N	687	Third Class City
3104855	291723	\N	111	Berks
3104856	291723	\N	324	
3104857	291723	\N	326	
3104858	291723	\N	327	
3104859	291723	\N	328	1 Godcharles
3104860	291723	\N	329	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3104861	291723	\N	330	
3104862	291723	\N	331	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3104863	291723	\N	332	
3104864	291723	\N	333	
3104865	291723	\N	334	
3104866	291723	\N	335	Washington Township
3104867	291723	\N	336	
3104868	291723	\N	338	
3104869	291723	\N	339	
3104870	291723	\N	340	1912
3104871	291723	\N	342	1913
3104872	291723	\N	343	
3104873	291723	\N	381	Bally
3104874	291723	\N	666	
3104875	291723	\N	687	Boroughs
3104878	291724	\N	111	Berks
3104879	291724	\N	324	11
3104880	291724	\N	326	
3104881	291724	\N	327	
3104882	291724	\N	328	
3104883	291724	\N	329	
3104884	291724	\N	330	
3104885	291724	\N	331	
3104886	291724	\N	332	
3104887	291724	\N	333	
3104888	291724	\N	334	
3104889	291724	\N	335	Washington Township
3104890	291724	\N	336	Sept.
3104891	291724	\N	338	
3104892	291724	\N	339	
3104893	291724	\N	340	1890
3104894	291724	\N	342	
3104895	291724	\N	343	
3104896	291724	\N	381	Bechtelsville
3104897	291724	\N	666	S 1869
3104898	291724	\N	687	Boroughs
3104901	291725	\N	111	Berks
3104902	291725	\N	324	
3104903	291725	\N	326	
3104904	291725	\N	327	
3104905	291725	\N	328	
3104906	291725	\N	329	
3104907	291725	\N	330	
3104908	291725	\N	331	
3104909	291725	\N	332	
3104910	291725	\N	333	
3104911	291725	\N	334	
3104912	291725	\N	335	Penn Township
3104913	291725	\N	336	
3104914	291725	\N	338	
3104915	291725	\N	339	
3104916	291725	\N	340	1851
3104917	291725	\N	342	
3104918	291725	\N	343	
3104919	291725	\N	381	Bernville
3104920	291725	\N	666	S 1819
3104921	291725	\N	687	Boroughs
3104924	291726	\N	111	Berks
3104925	291726	\N	324	11
3104926	291726	\N	326	
3104927	291726	\N	327	
3104928	291726	\N	328	1 Godcharles
3104929	291726	\N	329	
3104930	291726	\N	330	
3104931	291726	\N	331	2 Morton L. Montgomery, Historical and Biographical Annals of Berks County, Pennsylvania (Chicago, Ill.: J. H. Beers and Company, 1909).
3104932	291726	\N	332	3 Berks County Commissioners, Berks County Governmental Functions and a Brief Historical Review, 1959.
3104933	291726	\N	333	
3104934	291726	\N	334	
3104935	291726	\N	335	Robeson Township
3104936	291726	\N	336	July
3104937	291726	\N	338	Nov.
3104938	291726	\N	339	
3104939	291726	\N	340	1872
3104940	291726	\N	342	1872
3104941	291726	\N	343	
3104942	291726	\N	381	Birdsboro
3104943	291726	\N	666	1740
3104944	291726	\N	687	Boroughs
3104947	291727	\N	111	Berks
3104948	291727	\N	324	20
3104949	291727	\N	326	
3104950	291727	\N	327	
3104951	291727	\N	328	
3104952	291727	\N	329	
3104953	291727	\N	330	
3104954	291727	\N	331	
3104955	291727	\N	332	
3104956	291727	\N	333	
3104957	291727	\N	334	
3104958	291727	\N	335	Colebrookdale Township
3104959	291727	\N	336	Oct.
3104960	291727	\N	338	
3104961	291727	\N	339	
3104962	291727	\N	340	1866
3104963	291727	\N	342	
3104964	291727	\N	343	
3104965	291727	\N	381	Boyertown
3104966	291727	\N	666	1835
3104967	291727	\N	687	Boroughs
3104970	291728	\N	111	Berks
3104971	291728	\N	324	
3104972	291728	\N	326	
3104973	291728	\N	327	
3104974	291728	\N	328	
3104975	291728	\N	329	
3104976	291728	\N	330	
3104977	291728	\N	331	
3104978	291728	\N	332	
3104979	291728	\N	333	
3104980	291728	\N	334	
3104981	291728	\N	335	Center Township
3104982	291728	\N	336	
3104983	291728	\N	338	
3104984	291728	\N	339	
3104985	291728	\N	340	1884
3104986	291728	\N	342	
3104987	291728	\N	343	
3104988	291728	\N	381	Centerport
3104989	291728	\N	666	S 1818
3104990	291728	\N	687	Boroughs
3104993	291729	\N	111	Berks
3104994	291729	\N	324	4
3104995	291729	\N	326	
3104996	291729	\N	327	
3104997	291729	\N	328	
3104998	291729	\N	329	
3104999	291729	\N	330	
3105000	291729	\N	331	
3105001	291729	\N	332	
3105002	291729	\N	333	
3105003	291729	\N	334	
3105004	291729	\N	335	Richmond Township
3105005	291729	\N	336	Oct.
3105006	291729	\N	338	
3105007	291729	\N	339	
3105008	291729	\N	340	1873
3105009	291729	\N	342	
3105010	291729	\N	343	
3105011	291729	\N	381	Fleetwood
3105012	291729	\N	666	1868
3105013	291729	\N	687	Boroughs
3105016	291730	\N	111	Berks
3105017	291730	\N	324	3
3105018	291730	\N	326	
3105019	291730	\N	327	
3105020	291730	\N	328	
3105021	291730	\N	329	
3105022	291730	\N	330	
3105023	291730	\N	331	
3105024	291730	\N	332	
3105025	291730	\N	333	
3105026	291730	\N	334	
3105027	291730	\N	335	Windsor Township
3105028	291730	\N	336	Apr.
3105029	291730	\N	338	
3105030	291730	\N	339	
3105031	291730	\N	340	1837
3105032	291730	\N	342	
3105033	291730	\N	343	
3105034	291730	\N	381	Hamburg
3105035	291730	\N	666	S 1732
3105036	291730	\N	687	Boroughs
3105039	291731	\N	111	Berks
3105040	291731	\N	324	
3105041	291731	\N	326	
3105042	291731	\N	327	
3105043	291731	\N	328	
3105044	291731	\N	329	
3105045	291731	\N	330	
3105046	291731	\N	331	
3105047	291731	\N	332	
3105048	291731	\N	333	
3105049	291731	\N	334	
3105050	291731	\N	335	Cumru Township
3105051	291731	\N	336	
3105052	291731	\N	338	
3105053	291731	\N	339	
3105054	291731	\N	340	1931
3105055	291731	\N	342	
3105056	291731	\N	343	
3105057	291731	\N	381	Kenhorst
3105058	291731	\N	666	
3105059	291731	\N	687	Boroughs
3105062	291732	\N	111	Berks
3105063	291732	\N	324	
3105064	291732	\N	326	
3105065	291732	\N	327	
3105066	291732	\N	328	
3105067	291732	\N	329	
3105068	291732	\N	330	
3105069	291732	\N	331	
3105070	291732	\N	332	
3105071	291732	\N	333	
3105072	291732	\N	334	
3105073	291732	\N	335	Maxatawny Township
3105074	291732	\N	336	
3105075	291732	\N	338	
3105076	291732	\N	339	
3105077	291732	\N	340	1815
3105078	291732	\N	342	
3105079	291732	\N	343	
3105080	291732	\N	381	Kutztown
3105081	291732	\N	666	1779
3105082	291732	\N	687	Boroughs
3105085	291733	\N	111	Berks
3105086	291733	\N	324	8
3105087	291733	\N	326	
3105088	291733	\N	327	
3105089	291733	\N	328	
3105090	291733	\N	329	
3105091	291733	\N	330	
3105092	291733	\N	331	
3105093	291733	\N	332	
3105094	291733	\N	333	
3105095	291733	\N	334	
3105096	291733	\N	335	Muhlenburg Township
3105097	291733	\N	336	Apr.
3105098	291733	\N	338	
3105099	291733	\N	339	
3105100	291733	\N	340	1930
3105101	291733	\N	342	
3105102	291733	\N	343	
3105103	291733	\N	381	Laureldale
3105104	291733	\N	666	
3105105	291733	\N	687	Boroughs
3105108	291734	\N	111	Berks
3105109	291734	\N	324	
3105110	291734	\N	326	
3105111	291734	\N	327	
3105112	291734	\N	328	
3105113	291734	\N	329	
3105114	291734	\N	330	
3105115	291734	\N	331	
3105116	291734	\N	332	
3105117	291734	\N	333	
3105118	291734	\N	334	
3105119	291734	\N	335	Ontelaunee Township,called West Leesport Borough until 1958
3105120	291734	\N	336	
3105121	291734	\N	338	
3105122	291734	\N	339	
3105123	291734	\N	340	1901
3105124	291734	\N	342	
3105125	291734	\N	343	
3105126	291734	\N	381	Leesport
3105127	291734	\N	666	1842
3105128	291734	\N	687	Boroughs
3105131	291735	\N	111	Berks
3105132	291735	\N	324	
3105133	291735	\N	326	
3105134	291735	\N	327	
3105135	291735	\N	328	
3105136	291735	\N	329	
