adjudicationid	adjudicationtype	adjudicationnumber	adjudicationterm	adjudicationlong	adjudicationshort	adjudicationnotes	adjudicationstatus
6946	285		1958-05	In re: Ordinance No. 400 - Extending the Limits of the Borough of Catasauqua by annexing to said Borough a section of land lying adjacent to said Borough and situate entirely in the Township of Hanover, Lehigh County, Pennsylvania	Catasauqua, Borough of - Annexation of lan of Hanover Township, Ordinance 400		
6947	285		1953-02		Catasauqua, Borough of - Annexation of land of Hanover Township lying adjacent to said borough		
6948	285		1957-10	In re: Annexation of 72 acres and 129 perches from the Township of Washington to the Borough of Slatington - Ordinance No. 309, with maps	Slatington Ord 309		
6949	285		1952-09	In re: Annexation of 32.1455 acres of land formerly in Washington Township by the Borough of Slatington, Borough Ordinance No. 267	Slatington Ord 267 (part South Whitehall, Wash)		
6950	285		1951-12	In re: Proposed Annexation of a portion of Salisbury Township, Lehigh County, Pennsylvania, to the City of Allentown	Allentown, City of , Annexation of a portion to Salisbury Township	Misc: Allentown Ordinance 6772; Resolution 11856	
6951	285		1951-09	In re: Annexation of a portion of Salisbury Township by the Borough of Emmaus	Emmaus - Annexation part Salisbury	Misc: Emaus Ordinance 304	
6952	285		1949-12	In re: Annexation of portion of Upper Milford Township to the Borough of Emmaus, Lehigh County, Pennsylvania	Emmaus - Annexation part Upper Milford		
6953	285		1959-11	In re: Annexation of a portion of Salisbury Township by the City of Allentown - Ordinance No. 9037			
6954	285		1949-09	In the matter of the annexation of a certain portion of Salisbury Township by the Borough of Fountain Hill	Fountain Hill - Annexation part Salisbury	Misc: Fountain Hill Ordinance 158	
6955	285		1947-12	In re: Annexation Proceedings - Borough of Emmaus, Salisbury Township	Salisbury - Annexation part to Emmaus	Misc: Emaus Ordinance 285	
6956	285		1947-07	In re: Annexation of Outlying Lot of Salisbury Township	In re: Annexation of outlying lot of Salisbury Township to the City of Allentown		
6957	285		1947-06	In re: Proposed Annexation of Cedar Creek Park and Trexler Memorial Park to the City of Allentown	Proposed Annexation of Cedar Creek Park and Trexler Memorial Park to the City of Allentown	Misc: Allentown Ordinance 5640; Resolution 9948	
6958	285		1947-06	In re: Annexation of Outlying Lot of Salisbury Township	In re: Annexation of outlying lot of Salisbury Township to the City of Allentown (proceedings vacated)		
6959	285		1940-11	In re: Annexation of Portion of Salisbury Township to the Borough of Emmaus	Emmaus - Annexation of portion of Salisbury Township to the Borough of Emmaus		
6960	285		1919-07		Annexation to the City of Allentown of a part of the Township of Salisbury		
6961	285		1890-04	In re application for annexation of adjacent lands to the limits of the Borough of Slatington	Annexation of adjacent lands to the limits of the Borough of Slatington		
6962	285		1852-11	Division of Upper Milford Township			
6963	285		1847-11	Division of Heidelberg Township			
6964	285		1839-02		Leigh Hill divides Township of Salisbury and Saucon		
6965	285		1828-05	In the matter of the division of Macungie Township			
6966	285		1961-09	In re: Proposed Annexation of a Portion of South Whitehall Township, formerly known as Earl S. Kester Mortgage Co., Inc. Property			
6967	285		1961-12	In re: Annexation of a portion of South Whitehall Township - Property of Theodore T. andd Arline R. Trexler			
6968	285		1963-04	In re: Ordinance of the Borough of Slatington, Lehigh County, Pennsylvania, No. 339 - Annexing 134.06 acres of land formerly in Washington Township			
6969	285		1963-08	In re: Annexation of a portion of South Whitehall Township (Percival S. Fenstermacher Estate) to the City of Allentown			
6970	285		1963-10	In re: Annexation of Tract in Lower Macungie Township to the Borough of Macungie (Approximately 36.753 acres, property of Robert I. Aten and Mary C. Aten), Ordinance No. 199			
6971	285		1964-01	In re: Annexation of a certain part of South Whitehall Township to the City of Allentown - Ordinance No. 10328			
6972	285		1964-06	In re: Annexation of a certain part of Salisbury Township to the City of Allentown - Ordinance No. 10401			
6973	285		1965-03	In re: Annexation of 24 acre tract of land lying in Upper Saucon Township, Lehigh County, Pennsylvania, to the Borough of Coopersburg			
6974	285		1965-07	In re: Annexation of a certain part of Whitehall Township to the City of Allentown - Ordinance No. 10726			
6975	285		1965-08	In re: Ordinance No. 10761 Approving Annexation to the City of Allentown of certain property located in South Whitehall Township and owned by the Estate of Harry C. Trexler			
6976	285		1965-10	In re: Annexation of Land Situate Partly in Lower Macungie Township and Partly in Upper Milford to the Borough of Macungie, Lehigh County, Pennsylvania			
6977	285		1965-12	In re: Ordinance No. 10865 of the City of Allentown Approving Annexation to the City of Allentown of a Certain 4.12 acre tract of land located in the Township of South Whitehall and owned by the Estate of Percival S. Fenstermaker, deceased			
6978	285		1966-10	In re: Annexation of 37 acres of land lying in Lower Macungie Township, Lehigh County, Pennsylvania, to the Borough of Alburtis			
6979	286		1828-01	Petition concerning enlargement of Northmoreland Twp.			
6980	286		1841-04		Tunkhannock Incorporation		
6981	286		1853-01				
6982	286	21	1855-08				
6984	286		1865-11				
6985	286		1870-12				
6986	286		1871-04				
6987	286		1872-01				
6988	286		1873-11	In re: Change of Name of The Borough of Gibsonburg			
6989	286		1875-04	In the matter of the application to incorporate the town of City into a borough			
6990	286	205	1876-01	In the matter of the proposed Borough of Parsons			
6991	286		1876-04	In the matter of the application to incorporate the town of Freehold into a borough			
6992	286		1877-05				
6993	286	147	1877-06	In the matter of the incorporation of the Borough of Hughesville			
6994	286	148	1877-06	In the matter of the application to incorporate the town of Glenburn into a borough			
6995	286	194	1878-04	In the matter of the incorporation of the town of Yatesville in the Township of Jenkins into a borough			
6996	286	117	1878-05		In re: Change of Limits of the Borough of Plymouth		
6997	286	122	1878-05	In re: Running lines between Scott township and Blakely, Dickson City, and Archbald Boroughs			
6998	286	151	1878-12	In re: Division of Kingston Township			
6999	286	163	1878-12	In re: Erection of the new township of "Wyoming" out of parts of Kingston and Exeter townships			
7000	286	59	1879-01		In re: Incorporation of the Borough of Dallas		
7002	286	97	1879-04	In re: Independent School District composed out of Conyngham, Hollenback and Nescopeck Townships			
7003	286	196	1879-09	In re: Erection of new township out of Old Forge, Ransom and Pittston townships or parts of the same under the act of 1879			
7004	286	199	1879-09	In re: Changing limits of the Borough of Pleasant Valley			
7005	286	211	1879-09				
7006	286	80	1880-01	In re: Division of Salem Twp.			
7007	286	220	1880-09	In re: Formation of an Independent School District in Marcy Township			
7008	286	79	1881-06	In re: Boundary line between Dallas and Lake Twps.			
7009	286	120	1881-09		In re: Incorporation of the Borough of Laurel Run		
7010	286	88	1882-01	In re: Independent School District in Wright Twp.			
7011	286	128	1882-04	In re: Appointment of viewers to ascertain and establish the division line between the township of Ross and Union			
7012	286	89	1882-06		Incorporation of the Borough of Luzerne		
7013	286	201	1882-09	In re: Line between Ross and Fairmount Townships			
7014	286	80	1883-01	In re: Independent School District in Fairmount Township			
7015	286	88	1883-01	In re: Erection Independant School District in Union and Hunlock Townships			
7016	286	81	1883-04	In re: Incorporation of the Borough of Edwards			
7017	286	95	1883-06	In re: Petition to annex Diamond Addition +c to the Borough of Hazleton			
7018	286	211	1883-09	In re: Incorporation of the Borough of Miners Mills			
7019	286	244	1883-09	In re: Petition of Marcy Township School District			
7020	286	245	1883-09	In re: Petition of Hughestown Borough School District			
7021	286	126	1883-12	In re: Incorporation of the Borough of Exeter			
7022	286	141	1884-04	In re: Incorporation of the Borough of Edwardsville			
7023	286	156	1884-04	In re: Adjustment of funds property +c between School Districts of Luzerne Borough and Kingston Township			
7024	286	179	1884-04	In re: Admission to Pittston Borough of Scotch Hill			
7025	286	212	1884-09	In re: Boundary line between Salem and Huntington Townships			
7026	286	134	1885-04	In re: Application for the incorporation of the Borough of Wyoming			
7027	286	314	1885-09	In re: Petition for Independent School District in Nescopeck Township			
7028	286	111	1886-01	In re: Application to incorporate the village of Lehman Centre and the country adjacent thereto into a borough			
7029	286	205	1886-04	In the matter of the application to incorporate the village of Forty Foot and county adjacent thereto into a borough			
7030	286	134	1886-06	In re: Petition for establishing boundary lines between Hollenback and Conyngham Twps			
7031	286	154	1886-06	In re: Boundary line between the Counties of Lackawanna and Luzerne			
7032	286	321	1886-09		Jackson - Ind SD		
7033	286	149	1886-12	In re: Application to change the limits of the Borough of Parsons			
7034	286	150	1886-12		Pleasant Valley - Alteration of charter		
7035	286	157	1886-12	In re: Application for annexation of certain lands to Wyoming Borough			
7036	286	255	1887-01	In re: Incorporation of the Borough of Dorranceton			
7037	286	226	1887-04		Incorporation of the Borough of West Hazleton		
7038	286	223	1887-06		Sugar Notch - To alter charter		
7039	286	185	1887-11		In re: Independent School District in Marcy Township		
7040	286	186	1887-11	In re: Division of Plymouth Township			
7041	286	187	1887-11	In the matter of the proposed annexation of a part of the Diamond Coal Land Company's plot to Hazleton Borough			
7042	286	248	1888-01	In re: Application to annex land to Luzerne Borough			
7043	286	262	1888-01		In re: Incorporation of the Borough of Swoyersville		
7044	286	282	1889-04	In re: Incorporation of the Borough of Laflin			
7045	286	285	1889-04		Pleasant Valley - Change to Avoca		
7046	286	463	1889-09		Edwardsville Boro to annex territory from Plymouth Twp.		
7047	286	464	1889-09		Sugar Notch - To alter charter		
7048	286	216	1888-11	In re: Independent School District in Huntington Township			
7049	286	145	1891-06	In re: Boundary line between Lake and Lehman Townships			
7050	286	318	1892-04				
7051	286	328	1892-04				
7053	286	330	1892-06				
7055	286	341	1892-06	In re: Petition to annex territory from Kingston Township to Kingston Borough			
7056	286	231	1892-11	In re: Extension of Boundaries of the City of Wilkes Barre			
7057	286	297	1891-04		In re: Incorporation of the Borough of Larksville		
7059	286	181	1893-06	In re: Division line between Dallas Boro + Lehman Twp.			
7060	286	193	1893-06	In re: Annexation to the Borough of Freeland of adjacent territory now in the Township of Foster			
7061	286	249	1893-11	In re: Admission of a section of Plymouth Township as part of the Borough of Plymouth			
7062	286	250	1893-11	In re: Extension of the limits of the Boro' of Edwardsville, by ordinance of Council			
7063	286	283	1894-01		In re Division of Sugar Notch		
7064	286	320	1894-04	In re: Erection of a new township out of portions of Kingston, Franklin + Exeter townships			
7065	286	379	1895-04	In re: Independent School District of Dallas + Lake Townships			
7066	286	398	1895-04	In re: Annexation to the Borough of West Hazleton of adjacent territory now in the Township of Hazle			
7067	286	275	1895-11	In re: Change of division line between Dallas and Franklin Township			
7068	286	320	1895-11	In the matter of the incorporation of the town of Nescopeck in the County of Luzerne			
7069	286	518	1897-04	In re: Incorporation of Borough of Courtdale			
7070	286	477	1898-01				
7071	286	679	1898-04	In matter of disputed boundary line between the Boroughs of Dorranceton and Kingston			
7072	286	706	1898-04	In re: Division of the Borough of Wyoming into two Boroughs			
7073	286	712	1898-04	In re: Annexation of territory to the Borough of Ashley			
7074	286	466	1898-06	In re: Annexation of a portion of Plymouth Twp to the Boro of Edwardsville			
7075	286	578	1898-11	In re: Division of the Boro of Wyoming and adjustment of the indebtedness of said Boro and the detached portion thereof			
7076	286	566	1899-04	In re: Boundary line between Dallas Borough and Dallas Township			
7077	286	449	1899-11	In re: Survey of county lines between Luzerne and Carbon Counties			
7078	286	450	1899-11	In re: Survey of county lines between Luzerne and Wyoming Counties			
7079	286		1900-02		In re: Petition of Taxpayers of Plains Township		
7080	286	766	1900-09	In re: Erection of the Borough of Duryea			
7081	286	794	1900-09				
7082	286	381	1901-04	In re: Annexation of a portion of 5th Dist. of Hazle Twp. to Eighth Ward Hazleton City			
7083	286	412	1901-04	In re: Incorporation of the Borough of Conyngham			
7084	286	304	1901-06	In re: Division of Black Creek Twp.			
7085	286	359	1901-11	In re: Annexation of the Myers Tract to 4th Ward, Edwardsville Boro.			
7086	286	308	1902-01	In re: Annexation to Kingston Borough			
7087	286	553	1903-04	In re: Ordi[n]ance providing for the admission of a certain tract of land into the Borough of Laflin			
7088	286	511	1904-04	In re: Annexation of lands in Plymouth Twp. to the Borough of Edwardsville			
7089	286	514	1904-04		In re: Incorporation of Dupont Borough		
7090	286	463	1904-11	In re: Incorporation of Dupont Borough			
7091	286	403	1905-01	In re: Erection of a new township out of part of Kingston Township			
7092	286	449	1905-04		In re: Division of Swoyersville Borough		
7093	286	379	1905-06	In re: Boundary line between Plymouth + Lehman Townships			
7094	286	717	1905-09	In re: An Ordinance providing for the admission of certain lots, outlots and tracts of land into the Borough of Parsons			
7095	286	330	1905-11		In re: Annexation of land of Boice		
7096	286	462	1907-04	Division line between Wright + Dorrance Townships			
7097	286	332	1908-01	In re: Annexation of lands in Plymouth Township to Borough of Edwardsville			
7098	286	383	1908-04	In re: Incorporation of the Borough of Nuangola			
7099	286	364	1908-06	In re: Annexation of lands in Hanover Township to Wilkes Barre City			
7100	286	860	1908-09	In re: Annexation of part of Hazle Township to City of Hazleton			
7101	286	636	1909-09	In re: Incorporation of the Borough of Larksville			
7102	286	491	1910-04	Extension of the Borough of Freeland			
7103	286	242	1910-06	Annexation of portion of Pringle Township to Forty Fort Borough			
7104	286	284	1911-11	In re: Annexation of the Borough of Dorranceton to the City of Wilkes Barre			
7105	286	450	1912-09				
7106	286	488	1912-09	In re: Incorporation of the Borough of Pringle			
7107	286	493	1916-06	In re: Annexation to the Borough of West Hazleton of a portion of Hazle Township			
7108	286	399	1916-09	Boundary line between Townships of Slocum and Conyngham, Luzerne County, Pennsylvania			
7109	286	518	1916-09	In re: Incorporation of the Borough of Dupont			
7110	286	318	1917-11	In re: Incorporation of Mocanaqua Borough			
7111	286	215	1918-02	In re: Petition for appointment of viewers to ascertain boundary line between the City of Wilkes Barre and Wilkes Barre Twp.			
7141	286	536	1920-09		Yatesville Boro. - In re boundaries		
7254	286	241	1926-04		Parsons Boro. - Annexation to W. B.		
7257	286	329	1926-04		Miners Mills Boro. - Annex. to city of W. B.		
7259	286	293	1926-06		Annexation of portion Hazle Twp. to W. Haz. Boro		
7261	286	382	1926-06		Kingston - to Wilkes-Barre; Petition of Annexation		
7262	286	383	1926-06		Plains Twp. - Petition for Annexation		
7267	286	267	1926-11		Miners Mills Boro. - Comp. of vote		
7268	286	268	1926-11		Miners Mills Boro. - Comp. of vote		
7269	286	269	1926-11		Miners Mills Boro. - Comp. of vote		
7270	286	270	1926-11		Miners Mills Boro. - Comp. of vote		
7271	286	350	1927-02		Wilkes-Barre - ?		
7273	286	351	1927-04		Plains Twp. - Incorporation		
7278	286	424	1927-06		Dallas Boro. & Twp. - Petition		
7300	286	561	1928-06	In re: Division of Wright Township			
7303	286	709	1929-06		Pittston City - Annexation of part of Pit. Twp		
7312	286	415	1931-11		Swoyerville Boro. - & Kingston Twp.; Estab. Of disputed boundary		
7350	286	359	1935-06		West Hazleton Boro. - Annexation		
7404	286	620	1939-06		Hazle Twp - Petition to change division line		
7406	286	743	1939-09		Warrior Run - Petition for Annulment Chart		
7407	286	459	1939-11	In re: Incorporation of the Borough of Council Crest			
7439	286	231	1941-06		Plains Twp - Petition for fixing of boundary line between Plains Twp & Wilkes-Barre City		
7451	286	166	1948-02		Butler Twp - Map of Sugarloaf, Butler & Hazle Township Lines		
7458	286	174	1949-06		Dallas Boro - Ordinance Annexing Parcel or Tract of Land		
7461	286	378	1949-06	In re: Appeal from an ordinance of Dallas Borough annexing a parcel or tract of land in Dallas Township adjacent to and in part contiguous to the borough			
7474	286	306	1950-06	School District of Sugarloaf Township a school district of the 4th class, vs. Borough of Conyngham, a municipal corporation			
7490	286	151	1953-06		Conyngham Boro - Annexation & Ordinance		
7491	286	274	1953-06	In re: Petition to alter the lines of the Township of Hanover and the Borough of Warrior Run so as to suit the convenience of the inhabitants thereof			
7493	286	305	1954-04		Dallas Boro - Petition to Annul Charter		
7496	286	261	1954-11		Dallas Boro - Public Question as to Charter Annulment		
7499	286	174	1955-06		Hazle Twp - Annexation		
7501	286	283	1955-11		Hazle Twp - Annexation 3 acres		
7507	286	231	1959-02	In re: Annexation of portions of Hazle Township and Sugarloaf Township to the Borough of West Hazleton			
7511	286	559	1962-09		Conyngham Boro. - and Sugarloaf Twp.; Boundary Dispute		
7512	286	446	1963-06		Conyngham Boro. - and Sugarloaf Twp.; Annexation matter		
7524	286	2305	1965	In re: Incorporation of the Village of Harveys Lake into a Borough to be known as THE BOROUGH OF HARVEYS LAKE			
7525	286	2391	1965		Wilkes-Barre City - Municipal Elec returns Charter Comm Votes		
7526	286	2392	1965		Hazleton City - Charter Com. Elect. Returns		
7542	286	474	1967		Conyngham Boro & Sugarloaf Twp - Annexation of land		
7543	286	998	1967		Dallas Boro - Annexation & ord		
7547	286	1925	1968		Lake Twp & Harveys Lake Boro - Apportionment of property indebtedness		
7549	286	530	1968		Dallas Boro - Annexation ordinance		
7551	287		1792		Return of the Township of Wopwallipin		
7552	287	4	1797-01		Report of a township [of Lawsville]		
7553	287		1799-11		Clifford Township?		
7554	287	8	1800-01		Return of the commissioners for Braintrim Twp [from Wyalusing and Tunkhannock]		
7555	287	6	1800-04		Petition for viewers to lay the line between the Township of Wyalusing and Wyosocks		
7556	287		1800-11		Petition for division of Nicholson Township	No necessity shown	
7559	287		1801-01		Petition for a twp. (from Providence to be named Hamburgh)	Not granted?	
7560	287	3	1801-01		Petition for the Township of Rindaw (from Wyalusing)		
7561	287		1801-04		Petition for a township of Bedford (from Plymouth)	Not granted	
7562	287	1	1801-04		Petition Township Mount Zion (from Wysox, Ulster, and Tioga?)		
7565	287	1	1801-11		Burlington Township - Division of Wysocking Twp.		
7566	287	4	1802-01	Petition to annex a certain part of Country to the Twp. of Lawsville			
7567	287	13	1802-04		Petition praying for another name to the township called Mount Lion		
7568	287	1	1804-01		Burlington Township - Petition for erection of new Twp. Out of		
7569	287	17	1804-08		Canton Township - Part of Burlington Twp., named		
7570	287	10	1804-11		Exeter Township - Division of		
7571	287	10	1805-08		Nicholson Township - Petition for division of		
7572	287	3	1805-01		Bridgewater Township - Petition for new township		
7573	287	2	1805-11		Lawsville Township - Petition for a new Township		
7574	287	11	1805-04		Clifford Township - Division of Nicholson Twp. Into		
7575	287	1	1805-11		New Milford Township - Petition for a new Township		
7576	287	4	1806-01		Abington Township - Division of Tunkhannock Township		
7577	287	7	1807-04		Wysox Township - and Towanda Townships, petition for division of Wysox Twp.		
7578	287	1	1807-08		Harford Township - Petition for new Township off Nicholson		
7579	287		1808-04				
7580	287	2	1809-04		Sugarloaf Township - Petition for a new township of		
7581	287	5	1809-04		Harmony Township - Petition for a new Township off Willingborough		
7582	287	1	1811-08		Huntington Township - Petition for New Twp. To be formed out of		
7583	287	7	1810-01		Wysox Township - Petition for annexation of land to		
7584	287	34	1811-11		Nicholson Township - Order for annexing tract of territory to		
7585	287	4	1812-11		Abington Township - Part of Nicholson annexed to		
7586	287	8	1813-12		Braintrim Township - Petition for new Twp. Out of		
7587	287	6	1813-07		Abington Township - Petition to establish line between Nicholson and		
7588	287	4	1813-07		Abington Township - Petition for location of line of		
7589	287	3	1813-07		new township - Petition for new twp. Out of Windham etc.		
7590	287	2	1813-04		new township - Petition for a new twp. Off Tunkhannock etc.		
7591	287	5	1813-07		new township - Petition for new twp. Near Huntington Twp line		
7592	287	6	1814-03		new township - Petition for a new Township		
7593	287	8	1814-10		Kingston Township - and Plymouth, Petition for new twp. Out of part of		
7594	287	11	1818-10		Wilkes-Barre Township - Division of		
7595	287	10	1814-10		Exeter Township - Division of		
7596	287	9	1814-10		Tunkhannock Township - Petition for a new Township out of		
7597	287	4	1815-08		Exeter Township - Petition to annex part of Kingston Twp. To		
7598	287	3	1815-08		Exeter Township - Division of	There are also papers for case 6 Aug 1815 on p234	
7599	287	3	1815-04		Sugarloaf Township - Petition to have boundary lines of run		
7600	287	5	1815-08		Abington Township - Division of		
7601	287	2	1816-04		Bedford Township - Petition for a new Township		
7602	287	1	1816-11		Tunkhannock Township - Petition to annex strip of land to		
7603	287	5	1816-11		Eaton Township - Erection of		
7604	287	5	1817-08		Blakely Township - Petition for erection of		
7606	287	5	1819-04		Providence Township - Order to annex part of Pittston Twp. To		
7607	287	13	1820-08	Petition for altering the Twps. of Huntington Union and Dallas			
7608	287		1822-01	Petition for a new township			
7609	287	7	1824-04		Sugarloaf Township - Petition to view and have the lines of Twp. Run		
7610	287	1	1824-01		Falls Township - Petition for the laying out of		
7611	287		1826-01	Petition to view and desegrate the line between the Township of Abington & Falls			
7612	287	4	1827-08		Dallas Township - and Union Township, petition to lay out a new twp. Out of		
7613	287	3	1827-08		Pittston Township - and Providence Townships, line between		
7614	287		1827-11	Petition of the inhabitants of Bowman's Creek for a new township out of parts of Northmoreland			
7615	287	8	1828-11		Braintrim Township - and Tunkhannock Township, Division Line		
7616	287		1828	Name of New Township Groveland			
7617	287	9	1829-01	Petition for the division of Covington Township			
7619	287	4	1829-11		Falls Township - Petition to run lines of		
7620	287	5	1829-11		Lehman Township - Petition to run line between Dallas and		
7621	287	5	1829-04		Dallas Township - Erection of new township out of		
7622	287	1	1831-04		Tunkhannock Township - and Braintrim Townships, Order to divide		
7623	287	2	1831-08		Wilkes-Barre Township - and Pittston Township, new township out of		
7624	287	2	1831-04		Carbondale Township - Petition for erection of new twp. Of		
7625	287	6	1833		Buck Township - Creation of out of Covington Twp.		
7626	287	3	1834-04		Fairmount Township - Erection of out of Huntington Township		
7627	287		1838-01		This appears to be linked to the plot of Tunkhannock & Abington on Map Bk p69, which is included in the papers		
7628	287		1838-08	Petition of inhabitants of Monroe Eaton + Northmoreland for running township line			
7629	287	10	1838-11		Benton Township - Erection of, out of Nicholson + etc.		
7630	287	9	1838-11		Lackawanna Township - Erection of, out of Pittston etc.		
7631	287	6	1839-08		Denison Township - Erection out of Hanover Twp.		
7632	287	14	1839-11		Butler Township - Erection of out of Sugar Loaf Twp.		
7633	287	16	1839-11		Hazle Township - Petition for erection of. Conf. Nisi		
7634	287	6	1840-08		Dorrance Township - Erection of out of Newport Twp.		
7635	287	3	1841-04		Ross Township - Erection of out of Lehman and Union		
7636	287	14	1841-11		Lake Township - Erection of out of Lehman and Monroe		
7637	287	17	1842-11		Newton Township - Erection of out of Falls Twp.		
7638	287	7	1843-01		Franklin Township - Erection of out of Kingston et al Townships		
7639	287	3	1843-04		Denison Township - and Hanover Townships, Line run		
7640	287	2	1844-11		Jackson Township - Erection of out of Plymouth Twp.		
7641	287	6	1845-01	Butler & Hazel Townships			
7642	287	2	1845-04		Hollenback Township - Erection of out of Nescopeck Twp.		
7643	287	1	1845-11		Fell Township - Erection of out of Carbondale Twp.		
7644	287		1846-08	Order to review line of Lehman Township			
7645	287	3	1846-08		Scott Township - Erection of out of Greenfield Twp.		
7646	287		1846-11		Franklin Township - Line of run etc.		
7647	287		1848-01		Black Creek Township - Erection of out of Sugar Loaf Twp.		
7648	287		1849-01	Township of Madison			
7649	287		1849-04		Ransom Township - Erection out of Exeter and Newton		
7650	287		1849-04		Huntington Township - and Salem Townships, Altring line of		
7651	287		1850-11		Wright Township - Erection of out of Hanover Township		
7652	287		1851-08		Plains Township - Erection of out of Pittston et al		
7653	287		1852-01		Jenkins Township - Erection of out of Pittston Twp.		
7654	287		1852-08		new township - Erection of a new twp out of Union & Salem		
7655	287		1852-08		Kingston Township - Erection of new Twp. Out of and remonstrance		
7656	287		1853-01		Providence Township - and Lackawanna Township, Line of		
7657	287		1853-04		Spring Brook Township - Erection of out of Pittston etc.		
7658	287		1853-08		Waverly Borough - Incorporation of		
7659	287		1853-11		Slocum Township - Erection of out of Newport Twp.		
7660	287		1855-04				
7661	287		1855-08		Foster Township - Erection of out of Denison Twp.		
7662	287		1855-11		Scranton Borough - Incorporation of		
7663	287		1856-01		Lee Township - Erection of Lee Township		
7664	287		1856-04		Bear Creek Township - Erection of		
7665	287		1856-08	In the matter of the incorporation of the Borough of Hazleton			
7666	287		1857-08		West Pittston Borough - Incorporation of		
7667	287		1857-08		Butler Township - and Foster Township, Running lines of		
7668	287		1857-08		Kingston Borough - Incorporation of		
7669	287		1858-01		Hyde Park Borough - Incorporation of		
7670	287		1858-04		Waverly Borough - Incorporation of		
7671	287		1859-08		Scranton Borough - Petition for change of lines		
7672	287		1860-08		Salem and Union - Line between		
7673	287		1860-08		Order to erect a new township out of Providence		
7674	287		1860-08		Buck Township - Order to erect new school district		
7675	287		1860-08		Luzerne & Columbia - County line between		
7676	287		1860-08		Jackson & Plymouth - Return of view of proposed change in line between said townships		
7677	287		1860-11		Kingston Township - Report of commissions on division of said township		
7678	287		1861-01		Report of commissioners to erect a new township out of parts of Kingston and Exeter		
7679	287		1861-04		Jackson & Plymouth Twp's to Erect a new Township		
7680	287		1861-08		Petition +c. for Boro of Shickshinny		
7681	287		1861-08		Butler & Hazle - Change of line between		
7682	287		1862-01		Luzerne & Columbia County Line - Report of Commissioners		
7683	287		1862-08		Sugarloaf & Hazle - Return of view of proposed change of line between said townships		
7684	287		1865-11		Blakeley Bor		
7685	287		1867-01		Plymouth, Divide		
7686	287		1867-08		Abington Twp, Division of		
7687	287		1867-12		Blakely & Carbondale- Township Line between		
7688	287		1868-01		Black Creek and Nescopeck Townships: Line between		
7689	286	57	1868-01		Covington - Proposed Division		
7690	286	112	1868-04		Ransom & Pittston - to change line between & add territory to Ransom		
7691	286	93	1868-04	In re: Incorporation of the Borough of Gibsonburg			
7692	287		1872-01		Carbondale & Fell - Line		
7693	287		1872-01		Hollenback & Sugarloaf - Line		
7694	287		1874-09		Hollenback - Division of		
7695	287		1875-01		Covington - Division of		
7696	287		1874-04		Plymouth - Division of		
7697	287		1876-05	In the matter of the application to incorporate the town of Olyphant into a borough			
7698	287		1876-05	In the matter of the application to change the borough limits of the Borough of Blakely			
7699	287		1876-05	In the matter of the application to incorporate the town of Archbald into a borough			
7700	287		1876-05	In the matter of the application to incorporate the town of Winton into a borough			
7701	287		1876-06		Hunlock - Erection from Plymouth & Union		
7702	287		1876-12	In re: Changing the Borough limits of the Borough of Blakely			
7703	287		1876-12	In re: Incorporation of the Borough of Archbald and extension of Borough of Blakely			
7704	287		1905		Map showing re-established between Luzerne and Lackawanna Counties (Boundary Line)		
7705	288	10	1852-08	In the matter of the report of commissioners appointed by the Court of Quarter Sessions of the Peace to alter the lines of Armstrong Washington and Susquehanna Limestone and Clinton townships			
7706	288	29	1853-12	In the matter of the Borough of Muncy &c.			
7707	288	31	1854-01	In the matter of the new Township of Jordan			
7708	288	21	1855-04	In the matter of the petition of sundry citizens of Jersey Shore Lyco Co., praying the Court to decree that said Borough may become subject to the restrictions and possess the powers and privileges conferred on Boroughs by the Act of Assembly passed April 3d AD 1851			
7709	288	14	1857-01	In the matter of the erection of a new township out of Brown, Cummings & Cogan House Townships			
7710	288	26	1858-04	In the matter of the division of Mifflin Township		Also Road Order 12 Jan 1858	
7711	288	47	1858-08	In the matter of the division of Hepburn Township		See 6 Aug 1858	
7712	288	48	1858-08	In the matter of the division of Lycoming Township			
7713	288	18	1859-01	In the matter of the election of Hepburn Township & the division &c.			
7714	288	12	1860-04		Lycoming Township: Annexation of part to Hepburn, rule to take depositions		
7715	288	47	1865-08		Grant Borough: Incorporation from Mifflin		
7716	288	40	1866-01		Newberry Borough: Incorporation proceedings		
7717	288	27	1867-01		Newberry Borough: Incorporation proceedings		
7718	288	82	1867-08		Jersey Shore Borough: Change of Boro Limits. Annexed to Porter Twp		
7719	288	31	1869-01		Muncy Borough: Charter amendment		
7720	288	34	1869-01	In the matter of the petition of the Burgess and Town Council of the Borough of Montoursville for a decree, making the Act of Assembly of the 3d of April 1841 entitled "An Act regulating Boroughs" applicable to said Borough			
7721	288	122	1873-08	In the matter of the extension of the Borough of Hughesville			
7722	288	51	1875-05		Charter of the Borough of Picture Rocks		
7723	288	1	1876-05		Muncy Borough: Extension of Boro limits		
7724	288	41	1878-01	In the matter of the application to incorporate the town of DuBoistown into a Borough			
7725	288	57	1878-11		Mill Creek Township: Creation from Muncy		
7726	288	2	1879-05	In the matter of division line between Tioga and Lycoming County			
7727	288	82	1880-10	In the matter of the petition of residents of Cogan House Township to be annexed to Lewis Township School District			
7728	288	3	1881-01	In the matter of the petition for an independent school district to be taken from parts of Shrewsbury and Plunketts Creek Tps.			
