sourceitemid	source	sourceitemedition	sourceitemvolume	sourceitemyear	sourceitemurl	sourceitemurlcomplete	sourceitemurlcompletepart	sourceitempublicdomain	sourceitempublicdomainreason	sourceitemreferenceyearfrom	sourceitemreferenceyearto	sourceitemreferencevolume	sourceitemurlafter	sourceitemlocal
3369	727		63	\N	https://hdl.handle.net/2027/nyp.33433009060793	f	t	\N		1839	1839			f
3370	727		63	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=063	f	f	\N		1839	1839			f
3371	727		64	\N	https://hdl.handle.net/2027/nyp.33433009060801	f	t	\N		1840	1840			f
3372	727		64	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=064	f	f	\N		1840	1840			f
3373	727		65	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=065	f	f	\N		1841	1841			f
3374	727		65:Census	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=065_census	f	f	\N		1841	1841			f
3375	727		66	\N	https://hdl.handle.net/2027/nyp.33433009060587	f	t	\N		1842	1842			f
3376	727		66	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=066	f	f	\N		1842	1842			f
3377	727		67	\N	https://hdl.handle.net/2027/nyp.33433009060603	f	t	\N		1843	1843			f
3378	727		67	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=067	f	f	\N		1843	1843			f
3379	727		68	\N	https://hdl.handle.net/2027/nyp.33433009060611	f	t	\N		1844	1844			f
3380	727		68	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=068	f	f	\N		1844	1844			f
3381	727		69	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=069	f	f	\N		1845	1845			f
3382	727		7	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=007	f	f	\N		1782	1782			f
3383	727		70	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=070	f	f	\N		1846	1846			f
3384	727		71	\N	https://hdl.handle.net/2027/nyp.33433009060645	f	t	\N		1847	1847			f
3385	727		71	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=071	f	f	\N		1847	1847			f
3386	727		72	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=072	f	f	\N		1848	1848			f
3387	727		73	\N	https://hdl.handle.net/2027/mdp.39015021327641	f	t	\N		1849	1849			f
3388	727		73	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=073	f	f	\N		1849	1849			f
3389	727		73:Railroad	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=073_raritan	f	f	\N		1849	1849			f
3390	727		74	\N	https://hdl.handle.net/2027/nyp.33433009060660	f	t	\N		1850	1850			f
3391	727		74	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=074	f	f	\N		1850	1850			f
3392	727		75	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=075	f	f	\N		1851	1851			f
3393	727		76	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=076	f	f	\N		1852	1852			f
3394	727		76:Census	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=076_census	f	f	\N		1852	1852			f
3395	727		77	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=077	f	f	\N		1853	1853			f
3396	727		78	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=078	f	f	\N		1854	1854			f
3397	727		79	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=079	f	f	\N		1855	1855			f
3398	727		8	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=008	f	f	\N		1783	1783			f
3399	727		80	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=080	f	f	\N		1856	1856			f
3400	727		80:Census	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=080_census	f	f	\N		1856	1856			f
3401	727		81	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=081	f	f	\N		1857	1857			f
3402	727		82	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=082	f	f	\N		1858	1858			f
3403	727		83	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=083	f	f	\N		1859	1859			f
3404	727		84	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=084	f	f	\N		1860	1860			f
3405	727		85	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=085	f	f	\N		1861	1861			f
3406	727		86	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=086	f	f	\N		1862	1862			f
3407	727		86:Census	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=086_census	f	f	\N		1862	1862			f
3408	727		87	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=087	f	f	\N		1863	1863			f
3409	727		88	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=088	f	f	\N		1864	1864			f
3410	727		89	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=089	f	f	\N		1865	1865			f
3411	727		9	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=009	f	f	\N		1784	1784			f
3412	727		90	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=090	f	f	\N		1866	1866			f
3413	727		90:Census	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=090_census	f	f	\N		1866	1866			f
3414	727		91	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=091	f	f	\N		1867	1867			f
3415	727		92	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=092	f	f	\N		1868	1868			f
3416	727		93	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=093	f	f	\N		1869	1869			f
3417	727		94	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=094	f	f	\N		1870	1870			f
3418	727		95	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=095	f	f	\N		1871	1871			f
3419	727		96	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=096	f	f	\N		1872	1872			f
3420	727		97	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=097	f	f	\N		1873	1873			f
3421	727		98	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=098	f	f	\N		1874	1874			f
3422	727		99:Private	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=099_pri	f	f	\N		1875	1875			f
3423	727		99:Public	\N	https://njlaw.rutgers.edu/cgi-bin/diglib.cgi?collect=njleg&file=099_pub	f	f	\N		1875	1875			f
3473	735			\N	https://njgin.state.nj.us/oit/gis/NJ_NJGINExplorer/docs/BoundariesHeadlines20130318.pdf	t	t	\N		\N	\N			f
3474	739			\N	https://www.state.nj.us/dep/njgs/enviroed/oldpubs/bulletin67.pdf	f	t	\N		\N	\N			f
3475	740			\N	https://www.state.nj.us/dep/njgs/enviroed/oldpubs/bulletin67.pdf	f	t	\N		\N	\N			f
3488	136		1	\N	https://hdl.handle.net/2027/njp.32101042903888	f	t	\N		\N	\N			f
3489	136		1	\N	https://hdl.handle.net/2027/nyp.33433009080114	f	t	\N		\N	\N			f
3490	136		2	\N	https://hdl.handle.net/2027/njp.32101042903870	f	t	\N		\N	\N			f
3491	136		3	\N	https://hdl.handle.net/2027/njp.32101042904340	f	t	\N		\N	\N			f
3492	136		3	\N	https://hdl.handle.net/2027/nyp.33433009080130	f	t	\N		\N	\N			f
3493	136		4	\N	https://hdl.handle.net/2027/njp.32101042903862	f	t	\N		\N	\N			f
3494	136		5	\N	https://hdl.handle.net/2027/nyp.33433009080155	f	t	\N		\N	\N			f
3495	136		5	\N	https://hdl.handle.net/2027/nyp.33433009080163	f	t	\N		\N	\N			f
3496	136		5	\N	https://hdl.handle.net/2027/njp.32101042904357	f	t	\N		\N	\N			f
3497	136		6	\N	https://hdl.handle.net/2027/nyp.33433009080171	f	t	\N		\N	\N			f
3498	136		7	\N	https://hdl.handle.net/2027/nyp.33433009080189	f	t	\N		\N	\N			f
3499	136		8	\N	https://hdl.handle.net/2027/nyp.33433009080197	f	t	\N		\N	\N			f
3500	136		9	\N	https://hdl.handle.net/2027/njp.32101042903821	f	t	\N		\N	\N			f
3501	136		9	\N	https://hdl.handle.net/2027/nyp.33433009080205	f	t	\N		\N	\N			f
3502	136		10	\N	https://hdl.handle.net/2027/nyp.33433009080213	f	t	\N		\N	\N			f
3503	136		10	\N	https://hdl.handle.net/2027/nyp.33433009080221	f	t	\N		\N	\N			f
3504	136		10	\N	https://hdl.handle.net/2027/njp.32101042904498	f	t	\N		\N	\N			f
3505	136		11	\N	https://hdl.handle.net/2027/njp.32101042903854	f	t	\N		\N	\N			f
3506	136		11	\N	https://hdl.handle.net/2027/nyp.33433009080239	f	t	\N		\N	\N			f
3507	136		11	\N	https://hdl.handle.net/2027/nyp.33433009080247	f	t	\N		\N	\N			f
3508	136		11	\N	https://hdl.handle.net/2027/nyp.33433009080262	f	t	\N		\N	\N			f
3509	136		12	\N	https://hdl.handle.net/2027/nyp.33433009080270	f	t	\N		\N	\N			f
3510	136		13	\N	https://hdl.handle.net/2027/uc1.b3907267	f	t	\N		1866	1869			f
3511	136		13	\N	https://hdl.handle.net/2027/njp.32101042903813	f	t	\N		\N	\N			f
3512	136		13	\N	https://hdl.handle.net/2027/nyp.33433009080288	f	t	\N		\N	\N			f
3513	136		14	\N	https://hdl.handle.net/2027/nyp.33433009080296	f	t	\N		\N	\N			f
3514	136		14	\N	https://hdl.handle.net/2027/njp.32101042904472	f	t	\N		\N	\N			f
3515	136		15	\N	https://hdl.handle.net/2027/nyp.33433009080304	f	t	\N		\N	\N			f
3516	136		15	\N	https://hdl.handle.net/2027/uc1.b3907268	f	t	\N		1875	1877			f
3517	136		15	\N	https://hdl.handle.net/2027/njp.32101042904480	f	t	\N		\N	\N			f
3518	136		16	\N	https://hdl.handle.net/2027/nyp.33433009080312	f	t	\N		\N	\N			f
3519	136		16	\N	https://hdl.handle.net/2027/njp.32101042904464	f	t	\N		\N	\N			f
3520	136		17	\N	https://hdl.handle.net/2027/nyp.33433009080320	f	t	\N		\N	\N			f
3521	136		17	\N	https://hdl.handle.net/2027/uc1.b3907186	f	t	\N		1883	1883			f
3522	136		17	\N	https://hdl.handle.net/2027/njp.32101042904449	f	t	\N		\N	\N			f
3523	136		18	\N	https://hdl.handle.net/2027/njp.32101042904456	f	t	\N		\N	\N			f
3524	136		18	\N	https://hdl.handle.net/2027/uc1.b3837915	f	t	\N		1887	1889			f
3525	136		19	\N	https://hdl.handle.net/2027/nyp.33433009080346	f	t	\N		\N	\N			f
3526	136		20	\N	https://hdl.handle.net/2027/uc1.b3907269	f	t	\N		1895	1895			f
3527	136		20	\N	https://hdl.handle.net/2027/njp.32101042904423	f	t	\N		\N	\N			f
3528	136		20	\N	https://hdl.handle.net/2027/nyp.33433009080361	f	t	\N		\N	\N			f
3529	136		21	\N	https://hdl.handle.net/2027/uc1.b3907270	f	t	\N		1898	1898			f
3530	136		21	\N	https://hdl.handle.net/2027/njp.32101042904415	f	t	\N		\N	\N			f
3531	136		21	\N	https://hdl.handle.net/2027/nyp.33433009080379	f	t	\N		\N	\N			f
3532	136		22	\N	https://hdl.handle.net/2027/njp.32101042904407	f	t	\N		\N	\N			f
3533	136		22	\N	https://hdl.handle.net/2027/nyp.33433009080387	f	t	\N		\N	\N			f
3534	136		22	\N	https://hdl.handle.net/2027/nyp.33433009080395	f	t	\N		\N	\N			f
3535	136		22	\N	https://hdl.handle.net/2027/uc1.b3907271	f	t	\N		1903	1903			f
3536	136		23	\N	https://hdl.handle.net/2027/uc1.b3907272	f	t	\N		1904	1905			f
3537	136		23	\N	https://hdl.handle.net/2027/njp.32101042904399	f	t	\N		\N	\N			f
3538	136		23	\N	https://hdl.handle.net/2027/nyp.33433009080403	f	t	\N		\N	\N			f
3539	136		24	\N	https://hdl.handle.net/2027/uc1.b3837913	f	t	\N		1906	1907			f
3540	136		24	\N	https://hdl.handle.net/2027/nyp.33433009080411	f	t	\N		\N	\N			f
3541	136		25	\N	https://hdl.handle.net/2027/pst.000057368818	f	t	\N		\N	\N			f
3542	136		25	\N	https://hdl.handle.net/2027/nyp.33433009080429	f	t	\N		\N	\N			f
3543	136		26	\N	https://hdl.handle.net/2027/uc1.b3907273	f	t	\N		1911	1911			f
3544	136		26	\N	https://hdl.handle.net/2027/nyp.33433009080437	f	t	\N		\N	\N			f
3545	136		27	\N	https://hdl.handle.net/2027/nyp.33433009080445	f	t	\N		\N	\N			f
3546	136		28	\N	https://hdl.handle.net/2027/njp.32101042904381	f	t	\N		\N	\N			f
3547	136		28	\N	https://hdl.handle.net/2027/nyp.33433009080452	f	t	\N		\N	\N			f
3548	136		29	\N	https://hdl.handle.net/2027/nyp.33433009080460	f	t	\N		\N	\N			f
3549	136		30	\N	https://hdl.handle.net/2027/nyp.33433009080478	f	t	\N		\N	\N			f
3550	136		32	\N	https://hdl.handle.net/2027/nyp.33433009080494	f	t	\N		\N	\N			f
3551	136		42	\N	https://hdl.handle.net/2027/uc1.b3682922	f	t	\N		1939	1939			f
3552	136		44	\N	https://hdl.handle.net/2027/uc1.b3682924	f	t	\N		1943	1943			f
3553	136		46	\N	https://hdl.handle.net/2027/uc1.b3682926	f	t	\N		1947	1947			f
3554	136		47	\N	https://hdl.handle.net/2027/uc1.b3682927	f	t	\N		1949	1949			f
3555	136		50	\N	https://hdl.handle.net/2027/uc1.b3682930	f	t	\N		1955	1955			f
3556	136		50	\N	https://hdl.handle.net/2027/uc1.b3682931	f	t	\N		1955	1956			f
3557	136		56	\N	https://hdl.handle.net/2027/uc1.b3682935	f	t	\N		1967	1968			f
3558	136		58	\N	https://hdl.handle.net/2027/uc1.b3682939	f	t	\N		1971	1972			f
3559	136		61	\N	https://hdl.handle.net/2027/uc1.b3682945	f	t	\N		1977	1978			f
3560	136		31	\N		f	f	\N		\N	\N			f
3561	136		33	\N		f	f	\N		\N	\N			f
3562	136		34	\N		f	f	\N		\N	\N			f
3563	136		35	\N		f	f	\N		\N	\N			f
3564	136		36	\N		f	f	\N		\N	\N			f
3565	136		37	\N		f	f	\N		\N	\N			f
3566	136		38	\N		f	f	\N		\N	\N			f
3567	136		39	\N		f	f	\N		\N	\N			f
3568	136		40	\N		f	f	\N		1935	1935			f
3569	136		41	\N		f	f	\N		1937	1937			f
3570	136		43	\N		f	f	\N		1941	1941			f
3571	136		45	\N		f	f	\N		1944	1945			f
3572	136		48	\N		f	f	\N		1951	1951			f
3573	136		49	\N		f	f	\N		1953	1953			f
3574	136		51	\N		f	f	\N		1957	1957			f
3575	136		52	\N		f	f	\N		1959	1960			f
3576	136		53	\N		f	f	\N		1961	1962			f
3577	136		54	\N		f	f	\N		1963	1964			f
3578	136		55	\N		f	f	\N		1965	1966			f
3579	136		57	\N		f	f	\N		1969	1970			f
3580	136		59	\N		f	f	\N		1973	1974			f
3581	136		60	\N		f	f	\N		1975	1976			f
3582	136		62+	\N		f	f	\N		1979	2018			f
3583	358		1817-1818	\N		f	f	\N		1817	1818			f
3584	358		1818-1819	\N		f	f	\N		1818	1819			f
3585	358		1819-1820	\N		f	f	\N		1819	1820			f
3586	359			1913	https://hdl.handle.net/2027/iau.31858018800627	f	t	\N		1913	1913			f
3587	359			1923	https://hdl.handle.net/2027/umn.31951d022904374	f	t	\N		1923	1923			f
3588	359			1929		f	f	\N		1929	1929			f
3589	359			1931		f	f	\N		1931	1931			f
3590	359			1933		f	f	\N		1933	1933			f
3591	359			1935		f	f	\N		1935	1935			f
3593	359			1939	https://hdl.handle.net/2027/umn.31951d022904609	f	t	\N		1939	1939			f
3594	359			1945		f	f	\N		1945	1945			f
3595	359			1955	https://hdl.handle.net/2027/umn.31951d022904811	f	t	\N		1955	1955	1		f
3597	359		2010+	\N		f	f	\N		2010	2100			f
3598	136		40	\N	http://delcode.delaware.gov/sessionlaws/ga105/	f	t	\N		1935	1935			f
3599	136		41	\N	http://delcode.delaware.gov/sessionlaws/ga106/	f	t	\N		1937	1937			f
3600	136		42	\N	http://delcode.delaware.gov/sessionlaws/ga107/	f	t	\N		1939	1939			f
3601	136		43	\N	http://delcode.delaware.gov/sessionlaws/ga108/	f	t	\N		1941	1941			f
3602	136		44	\N	http://delcode.delaware.gov/sessionlaws/ga109/	f	t	\N		1943	1943			f
3603	136		45	\N	http://delcode.delaware.gov/sessionlaws/ga110/	f	t	\N		1944	1945			f
3604	136		46	\N	http://delcode.delaware.gov/sessionlaws/ga114/	f	t	\N		1947	1947			f
3605	136		47	\N	http://delcode.delaware.gov/sessionlaws/ga115/	f	t	\N		1949	1949			f
3606	136		48	\N	http://delcode.delaware.gov/sessionlaws/ga116/	f	t	\N		1951	1951			f
3607	136		49	\N	http://delcode.delaware.gov/sessionlaws/ga117/	f	t	\N		1953	1953			f
3608	136		50	\N	http://delcode.delaware.gov/sessionlaws/ga118/	f	t	\N		1955	1956			f
3609	136		51	\N	http://delcode.delaware.gov/sessionlaws/ga119/	f	t	\N		1957	1957			f
3610	136		52	\N	http://delcode.delaware.gov/sessionlaws/ga120/	f	t	\N		1959	1960			f
3611	136		53	\N	http://delcode.delaware.gov/sessionlaws/ga121/	f	t	\N		1961	1962			f
3612	136		54	\N	http://delcode.delaware.gov/sessionlaws/ga122/	f	t	\N		1963	1964			f
3613	136		55	\N	http://delcode.delaware.gov/sessionlaws/ga123/	f	t	\N		1965	1966			f
3614	136		56	\N	http://delcode.delaware.gov/sessionlaws/ga124/	f	t	\N		1967	1968			f
3615	136		57	\N	http://delcode.delaware.gov/sessionlaws/ga125/	f	t	\N		1969	1970			f
3616	136		58	\N	http://delcode.delaware.gov/sessionlaws/ga126/	f	t	\N		1971	1972			f
3617	136		59	\N	http://delcode.delaware.gov/sessionlaws/ga127/	f	t	\N		1973	1974			f
3618	136		60	\N	http://delcode.delaware.gov/sessionlaws/ga128/	f	t	\N		1975	1976			f
3619	136		61	\N	http://delcode.delaware.gov/sessionlaws/ga129/	f	t	\N		1977	1978			f
3620	136		62	\N	http://delcode.delaware.gov/sessionlaws/ga130/	f	t	\N		1979	1980			f
3621	136		63	\N	http://delcode.delaware.gov/sessionlaws/ga131/	f	t	\N		1981	1982			f
3622	136		64	\N	http://delcode.delaware.gov/sessionlaws/ga132/	f	t	\N		1983	1984			f
3623	136		65	\N	http://delcode.delaware.gov/sessionlaws/ga133/	f	t	\N		1985	1986			f
3624	136		66	\N	http://delcode.delaware.gov/sessionlaws/ga134/	f	t	\N		1987	1988			f
3625	136		67	\N	http://delcode.delaware.gov/sessionlaws/ga135/	f	t	\N		1989	1990			f
3626	136		68	\N	http://delcode.delaware.gov/sessionlaws/ga136/	f	t	\N		1991	1992			f
3627	136		69	\N	http://delcode.delaware.gov/sessionlaws/ga137/	f	t	\N		1993	1994			f
3628	136		70	\N	http://delcode.delaware.gov/sessionlaws/ga138/	f	t	\N		1995	1996			f
3629	136		71	\N	http://delcode.delaware.gov/sessionlaws/ga139/	f	t	\N		1997	1998			f
3630	136		72	\N	http://delcode.delaware.gov/sessionlaws/ga140/	f	t	\N		1999	2000			f
3631	136		73	\N	http://delcode.delaware.gov/sessionlaws/ga141/	f	t	\N		2001	2002			f
3632	136		74	\N	http://delcode.delaware.gov/sessionlaws/ga142/	f	t	\N		2003	2004			f
3633	136		75	\N	http://delcode.delaware.gov/sessionlaws/ga143/	f	t	\N		2005	2006			f
3634	136		76	\N	http://delcode.delaware.gov/sessionlaws/ga144/	f	t	\N		2007	2008			f
3635	136		77	\N	http://delcode.delaware.gov/sessionlaws/ga145/	f	t	\N		2009	2010			f
3636	136		78	\N	http://delcode.delaware.gov/sessionlaws/ga146/	f	t	\N		2011	2012			f
3637	136		79	\N	http://delcode.delaware.gov/sessionlaws/ga147/	f	t	\N		2013	2014			f
3638	136		80	\N	http://delcode.delaware.gov/sessionlaws/ga148/	f	t	\N		2015	2016			f
3639	136		81	\N	http://delcode.delaware.gov/sessionlaws/ga149/	f	t	\N		2017	2018			f
4056	18			2011	https://www2.census.gov/geo/pvs/bas/annexation/compressed_national/US_bas11.zip	t	t	\N		\N	\N			f
4057	18			2012	https://www2.census.gov/geo/pvs/bas/annexation/compressed_national/US_bas2012.zip	t	t	\N		\N	\N			f
4058	18			2013	https://www2.census.gov/geo/pvs/bas/annexation/compressed_national/US_bas2013.zip	t	t	\N		\N	\N			f
4059	18			2014	https://www2.census.gov/geo/pvs/bas/annexation/compressed_national/US_bas2014.zip	t	t	\N		\N	\N			f
4060	18			2015	https://www2.census.gov/geo/pvs/bas/annexation/compressed_national/US_bas2015.zip	t	t	\N		\N	\N			f
4061	18			2016	https://www2.census.gov/geo/pvs/bas/annexation/compressed_national/US_bas2016.zip	t	t	\N		\N	\N			f
4062	18			2017	https://www2.census.gov/geo/pvs/bas/annexation/compressed_national/US_bas2017.zip	t	t	\N		\N	\N			f
4064	896			\N	https://www.nan.usace.army.mil/Portals/37/docs/civilworks/projects/nj/frm/GreenBrook/GreenBrookBooklet-English.pdf	t	t	\N		\N	\N			f
4065	899			\N	https://archive.org/details/lycomingcountyit00megi	f	t	\N		\N	\N			f
4067	901			\N	https://archive.org/details/historyofnortham02hell	f	t	\N		\N	\N			f
4068	1			\N	https://archive.org/details/1870census	f	t	\N		\N	\N			f
4069	1			\N	https://archive.org/details/ninthcensusunit00offigoog	f	t	\N		\N	\N			f
4070	1			\N	https://www2.census.gov/prod2/decennial/documents/1870a-	f	f	\N		\N	\N			f
4071	1			\N	https://hdl.handle.net/2027/coo1.ark:/13960/t6f19jh50	f	t	\N		\N	\N			f
4072	1			\N	https://hdl.handle.net/2027/iau.31858044871832	f	t	\N		\N	\N			f
4073	2			\N	https://hdl.handle.net/2027/uc1.c3292543	f	t	\N		\N	\N			f
4074	3			\N	https://hdl.handle.net/2027/njp.32101025729151	f	t	\N		\N	\N			f
4075	3			\N	https://hdl.handle.net/2027/uc1.c3292566	f	t	\N		\N	\N			f
4076	3			\N	https://hdl.handle.net/2027/inu.30000109252308	f	t	\N		\N	\N			f
4077	3			\N	https://hdl.handle.net/2027/uc1.31210021595291	f	t	\N		\N	\N			f
4078	4			\N	https://hdl.handle.net/2027/njp.32101025729441	f	t	\N		\N	\N			f
4079	4			\N	https://hdl.handle.net/2027/coo.31924112217660	f	t	\N		\N	\N			f
4080	4			\N	https://hdl.handle.net/2027/osu.32435072654155	f	t	\N		\N	\N			f
4081	4			\N	https://hdl.handle.net/2027/osu.32435020153888	f	t	\N		\N	\N			f
4082	4			\N	https://hdl.handle.net/2027/osu.32435056492598	f	t	\N		\N	\N			f
4083	984			\N	https://hdl.handle.net/2027/hvd.hnzahb	f	t	\N		\N	\N			f
4084	984			\N	https://hdl.handle.net/2027/miun.afj8379.0001.001	f	t	\N		\N	\N			f
4086	982			\N	https://hdl.handle.net/2027/hvd.32044086463668	f	t	\N		\N	\N			f
4087	981			\N	https://hdl.handle.net/2027/mdp.35112203945474	f	t	\N		\N	\N			f
4088	980			\N	https://hdl.handle.net/2027/mdp.35112203945466	f	t	\N		\N	\N			f
4089	979		1	\N	https://hdl.handle.net/2027/mdp.35112103318681	f	t	\N		\N	\N			f
4090	979		2	\N	https://hdl.handle.net/2027/mdp.35112103318673	f	t	\N		\N	\N			f
4091	978			\N	https://hdl.handle.net/2027/njp.32101060741426	f	t	\N		\N	\N			f
4092	983			\N	https://archive.org/details/grantsconcession00newj	f	t	\N		\N	\N			f
4093	979		1	\N	https://njlaw.rutgers.edu/cgi-bin/njleg/provinc1.cgi?file=001	f	f	\N		1703	1752			f
4094	987			\N	https://archive.org/details/historyofbergenp00clay	f	t	\N		\N	\N			f
4095	985			\N	https://archive.org/details/cu31924008641379	f	t	\N		\N	\N			f
4096	986			\N	https://archive.org/details/woodbridgevicini00dall	f	t	\N		\N	\N			f
4097	988			\N	https://hdl.handle.net/2027/loc.ark:/13960/t5fb59351	f	t	\N		\N	\N			f
4099	990			\N	https://archive.org/details/historyofmonmou00salt	f	t	\N		\N	\N			f
4100	991			1	https://archive.org/details/historyofessexhu01shaw_0	f	t	\N		\N	\N			f
4101	991			2	https://archive.org/details/historyofessexhu02shaw_0	f	t	\N		\N	\N			f
4102	992			\N	https://archive.org/details/cu31924104752518	f	t	\N		\N	\N			f
4103	993			\N	https://archive.org/details/historyofburling00wood	f	t	\N		\N	\N			f
4104	136		50	\N	https://delaware.contentdm.oclc.org/digital/collection/p15323coll1	f	t	\N		\N	\N			f
4105	136		48	\N	https://delaware.contentdm.oclc.org/digital/collection/p15323coll1	f	t	\N		\N	\N			f
4106	136		62	\N	https://delaware.contentdm.oclc.org/digital/collection/p15323coll1	f	t	\N		\N	\N			f
4107	136		63	\N	https://delaware.contentdm.oclc.org/digital/collection/p15323coll1	f	t	\N		\N	\N			f
4108	136		53	\N	https://delaware.contentdm.oclc.org/digital/collection/p15323coll1	f	t	\N		\N	\N			f
4551	1153			\N	https://digitalcollections.nypl.org/items/510d47da-edee-a3d9-e040-e00a18064a99	t	t	\N		\N	\N			f
4552	1153			\N	http://hdl.loc.gov/loc.gmd/g3820.ct004138	t	t	\N		\N	\N			f
4553	1153			\N	http://hdl.loc.gov/loc.gmd/g3820.ct001815	t	t	\N		\N	\N			f
4554	1153			\N	http://hdl.loc.gov/loc.gmd/g3820.ct004135	t	t	\N		\N	\N			f
4555	1153			\N	http://hdl.loc.gov/loc.gmd/g3820.ct004136	t	t	\N		\N	\N			f
4556	1153			\N	http://hdl.loc.gov/loc.gmd/g3820.ct004137	t	t	\N		\N	\N			f
4557	1153			\N	https://digitalcollections.nypl.org/items/dab5c900-c47b-0134-909e-00505686a51c	t	t	\N		\N	\N			f
4558	1169			\N	https://digitalcollections.nypl.org/items/510d47da-f0a2-a3d9-e040-e00a18064a99	t	t	\N		\N	\N			f
4559	1169			\N	http://hdl.loc.gov/loc.gmd/g3820.ct006987	t	t	\N		\N	\N			f
4560	1169			\N	https://digitalcollections.nypl.org/items/510d47df-fa7c-a3d9-e040-e00a18064a99	t	t	\N		\N	\N			f
4561	1180			\N	https://digitalcollections.nypl.org/items/510d47da-f061-a3d9-e040-e00a18064a99	t	t	\N		\N	\N			f
4593	472		1	\N	https://archive.org/stream/usstat/001_statutes_at_large	f	t	\N		\N	\N			f
4594	472		2	\N	https://archive.org/stream/usstat/002_statutes_at_large	f	t	\N		\N	\N			f
4595	472		3	\N	https://archive.org/stream/usstat/003_statutes_at_large	f	t	\N		\N	\N			f
4596	472		4	\N	https://archive.org/stream/usstat/004_statutes_at_large	f	t	\N		\N	\N			f
4597	472		5	\N	https://archive.org/stream/usstat/005_statutes_at_large	f	t	\N		\N	\N			f
4598	472		6	\N	https://archive.org/stream/usstat/006_statutes_at_large	f	t	\N		\N	\N			f
4599	472		7	\N	https://archive.org/stream/usstat/007_statutes_at_large	f	t	\N		\N	\N			f
4600	472		8	\N	https://archive.org/stream/usstat/008_statutes_at_large	f	t	\N		\N	\N			f
