filingid	filingtype	filingspecific	filingnotpresent	filingdate	filingfiled	filingother	filingothertype	filingnotes	adjudication
8534	55			1970-09-18	1970-09-18				666
8535	97				1974-03-07				666
8536	49	appointment of commissioners revoked		1974-03-07	1974-03-07				666
8537	34			1974-03-07	1974-03-07				666
8538	57				1963-09-11				2677
8539	52			1963-09-11	1963-09-11				2677
8540	20	by Spring Township			1963-10-10				2677
8541	91	why complaint and petition should not be granted and a Board of Commissioners appointed as a fact finding body as prayed for		1963-10-10	1963-10-10				2677
8542	92				1963-10-10				2677
8543	62				1963-12-09				2677
8544	91	why Ordinance should not now be advertised in accordance with Act of Assembly		1963-12-09	1963-12-09	1964-01-13	Returnable		2677
8545	92				1963-12-12				2677
8546	7	by Spring Township			1964-01-13				2677
8547	51			1964-01-27					2677
8548	49	rule made absolute permitting advertising of ordinance			1964-02-24				2677
8549	99				1964-02-24				2677
8552	58				1960-08-05				2667
8553	30				1960-11-23				2667
8554	30				1965-11-19				2667
8555	16			1965-11-19					2667
8556	14			1965-11-19					2667
8557	58				1965-06-17				2681
8558	30				1965-11-19				2681
8559	14			1965-11-19					2681
8560	16			1965-11-19					2681
8561	57				1961-03-16				2669
8562	28				1961-03-16				2669
8563	91			1961-04-12	1961-04-12	1961-05-03	Returnable		2669
8564	7	by Borough			1961-05-03				2669
8565	68				1965-06-22				2669
8566	51			1965-09-13					2669
8567	31	by Muhlenberg Township			1968-06-27				2669
8568	67	by Muhlenberg Township			1968-06-27				2669
8569	57				1950-03-10				2641
8571	52			1950-03-10					2641
8572	32	by Penn Township							2641
8573	91			1950-04-05	1950-04-05				2641
8574	7	by Borough of Bernville			1950-05-08				2641
8575	64	by Harry H. Sheetz and G. Homer Bashore to intervene on behalf of themselves and other signatories to annexation petition			1950-05-08				2641
8576	49	Harry H. Sheetz and G. Homer Bashore granted leave to intervene on behalf of themselves and other signatories to annexation petition		1950-05-08	1950-05-08				2641
8577	99				1950-07-03				2641
8578	68				1950-07-05				2641
8579	37					1950-09-11	Hearing		2641
8580	43			1950-12-14	1950-12-14				2641
8581	34	appeal of Penn Township dismissed		1950-12-14	1950-12-14				2641
8582	38			1950-03-10		1950-05-16	Next Election		2641
8583	34			1958-07-30	1958-07-30				2649
8584	57				1959-10-21				2661
8585	57				1946-07-05				2633
8586	52			1946-07-05	1946-07-05				2633
8587	62				1946-07-27				2633
8588	91			1946-07-27	1946-07-27				2633
8589	10				1946-07-27				2633
8590	32	by Spring Township			1946-07-30				2633
8591	91			1946-07-30	1946-07-30				2633
8592	10				1946-07-30				2633
8593	65	original filing to add sentence to certification			1946-08-09				2633
8594	49	Borough of Wyomissing Hills granted leave to amend original filing to add sentence to certification		1946-08-09	1946-08-09				2633
8595	57	with amended certification			1946-08-13				2633
8596	7	by Borough of Wyomissing Hills to appeal of Spring Township			1946-08-22				2633
8597	7	by Wyomissing Hills to School District of Spring Township			1946-08-22				2633
8598	64	by Wyomissing Manor Development Co., Inc., to intervene			1946-09-10				2633
8599	49	Wyomissing Manor Development Co., Inc., may intervene in this matter		1946-09-10	1946-09-10				2633
8600	99				1946-10-29				2633
8601	68				1946-11-09				2633
8602	37					1946-12-03	Hearing		2633
8603	65	official transcript of proceedings			1946-12-23				2633
8604	49	transcript to be amended per petition		1946-12-23	1946-12-23				2633
8605	43				1946-12-30				2633
8606	34	appeals dismissed; ordinance adjudged proper and valid		1946-12-30	1946-12-30				2633
8607	57				1949-01-31				2638
8609	28				1949-01-31				2638
8610	32	by Spring Township			1949-02-09				2638
8611	91			1949-02-09	1949-02-09	1949-03-07	Returnable		2638
8612	10				1949-03-10				2638
8613	32	by School District of Spring Township			1949-02-10				2638
8614	91			1949-02-10	1949-02-10				2638
8615	10			1949-02-10	1949-02-10				2638
8616	32	by Harvey M. Hoffert			1949-03-01				2638
8617	91			1949-03-01	1949-03-01				2638
8618	10				1949-03-02				2638
8619	7	by Borough of Wyomissing			1949-03-07				2638
8620	64	by Wm. E. Sheeler to intervene			1949-03-07				2638
8621	51			1949-03-07	1949-03-07	1949-04-06	Hearing		2638
8622	49	William E. Sheeler granted leave to intervene on behalf of himself and all the signatories to the annexation petition		1949-03-07	1949-03-08				2638
8623	7	by Borough of Wyomissing to appeal of Harvey M. Hoffert			1949-04-01				2638
8624	11	additional reasons in support of appeal by Spring Township			1949-04-01				2638
8625	99				1949-06-20				2638
8626	99				1949-07-20				2638
8627	99				1949-09-08				2638
8628	51				1949-11-03				2638
8629	37					1949-11-07	Hearing		2638
8630	43				1950-01-06				2638
8631	34	appeals dismissed		1950-01-06	1950-01-06				2638
8632	57				1967-10-30				2688
8633	32	by Muhlenberg Township			1967-11-16				2688
8634	7				1968-02-05				2688
8635	68				1968-03-06	1968-04-~01	Hearing		2688
8636	68				1968-03-21	1968-05-~01	Hearing		2688
8637	51				1968-05-06	1968-06-~01	Hearing		2688
8638	68				1968-05-07				2688
8639	51				1968-06-03				2688
8640	68				1968-06-06				2688
8641	51				1968-07-01				2688
8642	68				1968-07-22				2688
8643	37					1968-07-22	Hearing		2688
8644	49	Court being advised by counsel that it is their desire that disposition of case be deferred; case is returned to Clerk of Quarter Sessions so that the issues may be reargued or otherwise disposed of by agreement of counsel			1968-10-29				2688
8645	57				1936-01-03				2625
8646	57				1934-11-24				2622
8647	60				1935-08-27				2624
8648	25	2nd Precinct, 18th Ward		1935-08-27	1935-08-27				2624
8649	14			1935-08-27					2624
8650	25	decree of August 27, 1935 vacated; territory to remain a part of 1st Precinct, 18th Ward			1935-08-30				2624
8651	14			1935-08-30					2624
8652	60				1917-10-08				2593
8653	57				1966-09-26				2682
8654	20	by Cumru Township			1966-10-25				2682
8655	20	by citizens and freeholders of Cumru Township			1966-10-25				2682
8656	55			1966-12-12	1966-12-12				2682
8657	55			1967-01-05	1967-01-05				2682
8658	49	board of commissioners granted extension of time		1967-03-28	1967-03-28				2682
8659	82				1967-06-30				2682
8660	99				1967-06-30				2682
8661	61				1967-08-16				2682
8662	83				1967-08-31				2682
8663	68				1967-09-01				2682
8664	51				1967-10-02				2682
8665	68				1967-10-05				2682
8666	51				1967-11-06				2682
8667	68				1968-05-27				2682
8668	51				1968-07-01				2682
8669	68				1968-08-07				2682
8670	37					1968-09-09	Hearing		2682
8671	43				1968-10-03				2682
8672	34			1968-10-03	1968-10-03				2682
8673	49	Clerk of Quarter Sessions directed to give notice thereof in accordance with Act of Assembly		1968-11-20	1968-11-20				2682
8674	17			1968-11-20					2682
8675	29			1968-10-03		1968-11-05	Next Election		2682
8676	58				1961-10-26				2671
8677	55			1961-10-25	1961-10-26				2671
8678	82				1961-12-18				2671
8679	34			1962-01-24	1962-01-24				2671
8680	38					1967-11-07	Next Election		2685
8681	38			1967-05-25		1967-11-07	Next Election		2683
8682	38			1965-11-22		1966-05-17	Next Election		2678
8683	38			1963-02-08		1963-05-21	Next Election		2676
8684	38			1962-12-18		1963-05-21	Next Election		2672
8685	38			1960-09-01		1960-11-08	Next Election		2666
8686	38			1962-06-20		1962-11-06	Next Election		2668
8687	29			1960-03-07		1960-04-26	Next Election		2665
8688	38			1960-01-18		1960-04-26	Next Election		2663
8689	38			1959-07-07		1959-11-03	Next Election		2660
8690	38			1957-08-23		1957-11-05	Next Election		2653
8691	29			1959-03-30		1959-05-19	Next Election		2659
8692	38			1958-07-30		1958-11-04	Next Election		2649
8693	29			1957-10-10		1957-11-05	Next Election		2654
8694	38			1954-06-03		1954-11-02	Next Election		2647
8695	38			1955-12-30		1956-04-24	Next Election		2648
8696	29			1952-03-03		1952-04-22	Next Election		2644
8697	38			1936-11-17		1937-09-14	Next Election		2626
8698	57				1952-12-29				2645
8699	38			1952-12-29		1953-05-19	Next Election		2645
8700	17			1953-01-22					2645
8701	32	by Washington Township			1953-01-27				2645
8702	91			1953-01-27	1953-01-27				2645
8703	21	of Department of Public Instruction			1953-02-11				2645
8704	67	by Washington Township, subject to approval of order filed October 10, 1957 to 3456 Miscellaneous Docket 1957		1957-10-11					2645
8705	38			1949-01-31		1949-09-13	Next Election		2638
8706	38			1969-02-24		1969-05-20	Next Election		662
8707	29			1969-03-28		1969-05-20	Next Election		2690
8708	38			1967-09-01		1967-11-07	Next Election		2686
8709	38			1947-03-27		1947-09-09	Next Election		2634
8710	38			1946-07-05		1946-11-05	Next Election		2633
8711	38			1937-07-13		1937-09-14	Next Election		2628
8713	95				1931-03-27	1931-03-27	Service		2618
8714	95					1935-12-24	Service		2623
8715	95					1936-11-17	Service		2626
8716	95					1937-07-12	Service		2628
8718	95					1946-07-05	Service on/before		2633
8719	93					1952-12-29	Service		2645
8722	38			1937-06-02		1937-09-14	Next Election		2627
8723	58			1900-02-16					9510
8724	27			1900-07-03		1900-07-14	First Election		9510
8725	28								9510
8726	58			1899-08-25	1899-09-25				9509
8727	52			1899-09-25					9509
8728	27			1900-07-03	1900-07-03	1900-07-14	First Election		9509
8729	58			1899-09-23	1899-10-02				9508
8730	52			1899-10-02					9508
8731	27			1900-01-27		1900-02-20	First Election		9508
8732	28								9508
8733	58				1851-11-11				9433
8734	34			1852-02-06					9433
8735	58								9434
8736	49	for publication		1852-04-26					9434
8737	34			1853-02-07					9434
8738	57				1931-03-05				6115
8739	58								6097
8740	53			1868-04-28					6097
8741	8			1868-04-29					6097
8742	93				1961-11-06				6118
8743	17			1961-11-06					6118
8744	58				1933-04-06			is this the petition filed with the Borough?	6116
8745	57				1933-04-06				6116
8746	57				1948-04-16				8323
8747	28								8323
8749	57				1945-10-18				8322
8750	28								8322
8752	57				1941-06-24				8321
8753	28								8321
8755	57				1935-08-28				8319
8756	95					1935-08-28	Service		8319
8757	38			1941-06-24		1941-09-09	Next Election		8321
8758	29			1948-04-16		1948-04-27	Next Election		8323
8759	29			1945-10-18		1945-11-06	Next Election		8322
8760	57				1953-08-18				8324
8761	93				1953-08-19	1953-08-19	Service		8324
8762	38			1953-08-18		1953-11-03	Next Election		8324
8763	57				1956-03-08				8325
8764	34			1956-08-24		1956-08-24	Effective		8325
8765	28				1956-11-19				8325
8766	93					1956-11-19	Service		8325
8767	57				1956-03-08				8326
8768	34			1956-08-24		1956-08-24	Effective		8326
8769	93					1956-11-19	Service		8326
8770	58				1961-09-19				274
8771	22	Court of Quarter Sessions of Mifflin County designated to determine whether not a disagreement as to county line exists in area from Borough of Tunnelhill in a northerly direction across State Route No. 36 in the area known as Buckhorn exists; in that event Court to appoint Civil Engineers per Section 302 of County Code to establish boundary in permanent manner		1961-10-04					274
8772	12				1961-10-13			Superior Court (W.D.)	8327
8773	55			1962-06-11					8327
8774	49	commission heretofore appointed directed to fix and determine a new county line and mark with monuments of a permanent character and file report with maps		1971-12-31					8327
8775	57				1967-11-30				8334
8776	52			1967-11-30					8334
8777	96	of Derry Township by Solicitor				1967-11-30	Service		8334
8778	38			1968-01-02		1968-04-23	Next Election		8334
8779	34			1968-01-02					8334
8780	57				1906-04-04				8309
8781	28				1906-04-04				8309
8782	57				1914-07-14				8312
8783	58								8305
8784	52	notice to be published in The Watchman; petition to be laid before the Grand Jury		1900-05-28		1900-08-28	Hearing		8305
8785	8			1900-08-28					8305
8786	74			1900-11-12					8305
8787	58			1901-03-09	1901-03-15				8307
8788	52	notice to be published in The Watchman; petition to be laid before the Grand Jury		1901-03-15					8307
8789	8			1901-04-16					8307
8790	34			1901-04-16					8307
8791	57				1914-06-30				8313
8792	57				1963-09-27				6119
8793	95					1963-09-30	Service		6119
8794	57				1969-11-18				1180
8795	20	by Derry Township		1969-12-18					1180
8796	64	for consolidation of hearing			1973-01-30				1180
8797	51	two annexation proceedings consolidated for the purpose of hearing		1973-01-30		1973-03-01	Hearing		1180
8798	99				1973-03-23				1180
8799	34	copy of decree to be filed to each of proceedings		1973-03-01		1973-03-01	Effective		1180
8800	58				1969-07-03				1178
8801	52	notice of petition and filing thereof to be given in Lewistown Sentinel and Mifflin County Legal Journal		1969-07-03		1969-09-11	Hearing		1178
8802	64	by Derry Township for postponement		1969-09-11					1178
8803	51			1969-09-11		1969-10-07	Hearing		1178
8804	73				1969-09-15				1178
8805	32				1969-10-07				1178
8806	71	to exceptions			1969-11-07				1178
8807	57				1918-01-12				8315
8808	95				1918-01-12	1918-01-08	Service		8315
8810	57				1929-03-19				6114
8812	32				1929-04-18				6114
8813	20				1929-04-22				6114
8814	91	why decree should not be entered refusing annexation and declaring ordinance null, void and of no effect		1929-04-22		1929-06-11	Returnable		6114
8815	10	by complainants			1929-08-22				6114
8816	7	by Borough of Thompsontown			1929-06-08				6114
8817	34	complaint dismissed, territory described in ordinance shall be part of the Borough		1930-04-28	1930-04-28				6114
8818	58								6120
8819	55			1904-04-25					6120
8820	82			1904-06-22					6120
8821	28								6120
8822	82			1958-03-30					6095
8823	23			1858-04-29		1858-06-04	Election		6095
8824	30				1858-06-05	1858-06-04	Election		6095
8825	34			1858-09-10					6095
8826	57				1901-04-08				8335
8827	28				1901-04-08				8335
8828	57				1901-04-08				8336
8829	28				1901-04-08				8336
8830	58			1904-11-09	1904-11-10				9091
8831	52	notice to be given in one newspaper in Pike County		1904-11-10	1904-11-10				9091
8832	27			1905-01-18		1905-02-21	First Election		9091
8833	57				1962-07-30				8995
8834	57								8996
8835	20	by Township			1962-11-02				8996
8836	20	by Solicitor Charles M. Menapace			1962-11-02				8996
8837	51			1963-04-03					8996
8838	99	filed under "M"			1963-09-09				8996
8839	64	for leave to withdraw annexation proceedings			1963-09-10				8996
8840	107	for annexation		1963-09-09					8996
8841	57				1964-06-26				8997
8842	34			1964-08-03					8997
8843	57				1964-09-28				9000
8844	20				1964-10-26				9000
8845	99				1965-02-18				9000
8846	68				1966-01-13				9000
8847	34	petition for annexation does not contain signatures of required majority of freeholders; proceedings dismissed		1966-10-~01					9000
8848	57				1964-11-27				8998
8849	34			1964-12-30					8998
8850	57				1964-11-27				8999
8851	34			1964-12-30	1964-12-30				8999
8852	57								9002
8853	34			1967-03-13	1967-03-14				9002
8854	57				1967-04-25				9003
8855	34			1967-06-05					9003
8856	57								9004
8857	34			1967-10-09					9004
8858	57				1965-12-28				9001
8859	57								8807
8860	34			1969-03-03	1969-03-03				8807
8861	57	572							1014
8862	32				1969-05-14				1014
8863	58			1970-04-15					1015
8864	51			1970-04-20		1970-06-17	Hearing		1015
8865	44	motion to dismiss for lack of jurisdiction refused		1970-10-22	1970-10-22				1015
8866	99	filed with Criminal File		1971-01-25					1015
8867	43				1971-05-20				1015
8868	35			1971-05-20	1971-05-20				1015
8869	57				1971-02-16				1016
8870	57				1955-08-15				8985
8871	61				1955-09-19				8985
8872	34			1955-09-19					8985
8873	57				1955-11-23				8986
8874	28								8986
8875	34			1955-12-27	1956-01-03				8986
8876	57				1957-11-12				8988
8877	28								8988
8878	57				1958-02-01				8989
8879	20				1958-02-28				8989
8880	44	proceedings for annexation dismissed		1958-12-08	1958-12-09				8989
8881	57				1958-04-14				8990
8882	28								8990
8883	57				1958-03-18				8991
8884	34			1958-04-22	1958-05-07				8991
8885	57				1959-04-13				8992
8886	57								8993
8887	34			1961-04-20	1961-04-20				8993
8888	57				1961-08-17				8994
8889	57				1949-08-29				8983
8890	57				1945-06-11				8981
8891	95				1945-06-11				8981
8892	34			1945-06-11	1945-06-11				8981
8893	57				1937-05-29				5043
8894	95					1937-05-29	Service		5043
8895	57				1957-11-13				5065
8896	34				1957-12-17			docket missing decree date; year difficult to read	5065
8898	57				1959-03-20				5068
8900	58				1961-06-20				5071
8901	51				1961-06-20	1961-08-03	Hearing		5071
8902	37			1961-08-03					5071
8903	35			1961-08-07	1961-08-07				5071
8904	57				1973-04-03				1026
8906	57				1948-07-26				9304
8907	13							date not in docket	9304
8908	57				1949-03-11				9305
8910	57				1950-10-18				9306
8911	93				1950-10-18				9306
8912	28				1950-10-18				9306
8913	57				1957-04-29				9307
8915	57				1959-10-01				9308
8917	57				1959-11-02				9309
8919	57				1960-02-01				9311
8921	57				1960-01-04				9310
8922	61				1960-01-04				9310
8923	34	land described in petition annexed to Borough as provided by Borough Code		1960-01-04	1960-01-04				9310
8924	57				1962-11-10				9313
8925	51			1962-12-15		1962-12-21	Hearing		9313
8926	37			1962-12-21					9313
8927	34			1962-12-21					9313
8928	83				1963-10-21				9315
8929	97								9313
8930	6	order of December 21, 1962, amended so that description conforms with stipulation		1963-12-17					9313
8931	57				1963-08-12				9314
8937	95					1962-07-30	Service on/before		8995
8941	57	of September 11, 1923, and August 12, 1924			1924-08-25				8980
8943	58				1922-06-05				8979
8944	52			1922-06-05					8979
8945	32				1922-06-30				8979
8946	107				1922-07-14				8979
8947	58				1912-07-01				8974
8948	55			1912-07-01					8974
8949	82	against division			1912-12-02				8974
8950	57				1912-08-12				8973
8951	99				1913-10-02				8973
8952	81							see 6, December Sessions, 1910	8973
8953	58				1912-11-18				8975
8954	55			1912-11-18					8975
8955	82	against division			1913-05-19				8975
8956	57				1914-11-09				8976
8957	58				1914-12-31				8977
8958	107				1915-04-12				8977
8959	57				1909-10-13				8970
8960	57				1910-12-12				8971
8961	54			1910-12-12					8971
8962	81				1913-05-05				8971
8963	57				1911-01-07				8972
8964	55			1911-01-07					8972
8965	81								8972
8966	58				1909-08-03				8969
8967	23	on question of becoming third class city		1909-08-03					8969
8968	29			1949-08-29		1949-09-13	Next Election		8983
8969	38			1957-11-12		1958-05-20	Next Election		8988
8970	29			1958-04-14		1958-05-20	Next Election		8990
8971	29			1959-04-13		1959-05-19	Next Election		8992
8972	38			1962-07-30		1962-11-06	Next Election		8995
8973	58				1888-03-19				9750
8974	55			1888-03-17					9750
8975	82	against division			1888-05-22				9750
8976	26	against division		1888-05-26					9750
8977	34	against division		1888-09-21					9750
8978	82				1877-11-23				9749
8979	26			1877-12-17					9749
8980	32								9749
8981	82								9749
8982	26			1879-05-24					9749
8983	57				1966-08-24				9780
8984	57	to repeal			1966-11-16				9780
8985	57				1968-12-13				1034
8986	93					1968-12-13	Service on/before	per final decree	1034
8987	34			1968-12-13	1969-01-21	1968-12-13	Effective		1034
8988	57				1968-12-30				1035
8989	57				1945-10-16				9761
8990	95					1945-10-16	Service on/before		9761
8991	57				1946-11-06				9762
8992	95					1946-10-24	Service on/before		9762
8994	57				1948-05-20				9763
8996	57				1950-06-09				9765
8998	57				1950-09-30				9766
8999	14			1950-09-30					9766
9000	77	opinion of lower court reversed			1953-04-08				9767
9001	78	opinion of Superior Court affirmed			1953-04-08				9767
9002	57				1925-05-28				9757
9003	95				1925-05-28	1925-05-28	Service		9757
9004	57				1925-07-15				9758
9005	95					1925-07-15	Service		9758
9006	57				1927-04-01				9759
9007	95					1927-04-01	Service		9759
9008	57				1931-03-30				9760
9009	95					1931-03-30	Service		9760
9010	58				1905-10-30				8966
9011	52			1905-10-30					8966
9012	32				1905-12-05				8966
9013	73				1905-12-11				8966
9014	91								8966
9015	99				1906-01-08				8966
9016	43	exceptions overruled; petitioners directed to submit decree		1906-01-24					8966
9017	27			1906-01-26	1906-01-27	1906-02-20	First Election		8966
9018	57				1907-06-05				8967
9019	57	and supplementary ordinance			1907-07-01				8968
9020	58								8962
9021	55			1899-10-02					8962
9022	82	against division			1900-01-29				8962
9023	26	against division		1900-01-25					8962
9024	58								8961
9025	55			1897-07-03					8961
9026	82			1897-09-25					8961
9027	23			1897-09-27		1897-11-02	Election		8961
9028	32				1897-10-11				8961
9029	32				1897-10-15				8961
9030	30				1897-12-27				8961
9031	91			1897-01-10					8961
9032	37			1898-01-24					8961
9033	43	counsel to prepare decree							8961
9034	34			1898-01-24					8961
9035	58	by Borough of Sunbury							8953
9036	55			1892-06-13					8953
9037	58	by Borough of East Sunbury							8953
9038	55			1892-06-13					8953
9039	82								8953
9040	26			1892-12-12					8953
9041	58								8955
9042	55			1894-02-24					8955
9043	82				1894-05-05				8955
9044	26			1894-05-07					8955
9045	34			1894-10-24					8955
9046	58								8956
9047	55				1894-10-08				8956
9048	82								8956
9049	26			1894-12-03		1895-02-19	Election		8956
9050	30				1895-02-20				8956
9051	34			1895-02-21					8956
9052	35			1889-11-07	1889-11-07				8947
9053	55			1889-12-19					8948
9054	82				1890-02-08				8948
9055	26			1890-03-28					8948
9056	23			1890-03-28		1890-06-03	Election		8948
9057	30				1890-06-04				8948
9058	34			1890-09-10					8948
9059	27			1890-09-06		1891-02-17	First Election		8949
9060	58								8941
9061	55			1882-09-05					8941
9062	82				1882-12-15				8941
9063	26			1882-12-15					8941
9064	23			1882-12-15		1883-01-20	Election		8941
9065	30				1883-01-22				8941
9066	34			1883-02-05					8941
9067	57				1967-10-16				8804
9068	57				1967-10-16				8805
9069	57				1967-03-27				8803
9070	57				1964-12-17				8797
9071	32				1965-01-14				8797
9072	43	parties directed to clarify the issues involved either by amendment or stipulation within twenty (20) days		1965-08-02	1965-08-31				8797
9073	97				1965-10-01				8797
9074	43				1966-03-07				8797
9075	99				1966-03-21				8797
9076	43				1966-08-01				8797
9077	55			1966-08-01	1966-08-01				8797
9078	97	counsel alleges no final question to be determined by the Appellate Court			1966-10-03				8797
9079	77	certificate of discontinuance of appeal			1966-10-06				8797
9080	82				1968-03-15				8797
9081	49	for payment of commissioners		1968-12-02	1968-12-02				8797
9082	44	objections to legality of annexation overruled; objections to propriety of annexation sustained; court en banc dismisses annexation petition		1968-12-02	1968-12-02				8797
9083	57				1965-06-04				8800
9084	57				1964-07-29				8796
9085	32				1964-08-28				8796
9086	97				1965-04-23				8796
9087	34			1965-04-12	1965-04-23				8796
9091	12	Northampton County, order at 21, August Term, 1973, Court Minutes		1974-02-05	1974-03-25				1010
9092	57				1965-03-15				8799
9093	34			1965-04-26	1965-04-26	1965-05-19	Effective		8799
9094	58			1909-03-31					5669
9095	28			1909-03-15					5669
9096	52			1909-04-05					5669
9097	27			1909-06-07		1909-06-19	First Election		5669
9098	73	by the Greene County Democrat		1909-06-07					5669
9099	58				1856-05-03				612
9100	27			1856-08-28					612
9101	35			1929-09-23					10970
9102	57				1930-12-03				10973
9103	95					1930-12-03	Service		10973
9104	95					1930-12-29	Service		10974
9105	57				1931-01-05				10974
9106	57				1931-08-15				10975
9107	40								10975
9108	60			1931-10-12					10975
9109	25	15th Ward		1931-10-12					10975
9110	57				1932-12-19				10976
9111	52			1932-12-19	1932-12-19				10976
9112	95					1932-12-19	Service		10976
9113	57				1933-09-29				10977
9114	95					1933-09-29	Service		10977
9115	57				1923-03-05				10952
9116	95					1923-03-05	Service		10952
9117	57				1923-03-05				10953
9118	95					1923-03-05	Service		10953
9119	57				1923-03-26				10954
9120	95					1923-03-26	Service		10954
9121	95					1923-04-02	Service		10955
9122	57				1923-04-02				10955
9123	64	for an order directing the Clerk to present the complete record of the 3 cases, with any briefs, to the Court							10952
9124	64	for an order directing the Clerk to present the complete record of the 3 cases, with any briefs, to the Court							10953
9125	64	for an order directing the Clerk to present the complete record of the 3 cases, with any briefs, to the Court							10955
9126	49	directing the Clerk to present the complete record of the 3 cases, with any briefs, to the Court		1924-02-04					10955
9127	49	directing the Clerk to present the complete record of the 3 cases, with any briefs, to the Court		1924-02-04					10953
9128	49	directing the Clerk to present the complete record of the 3 cases, with any briefs, to the Court		1924-02-04					10952
9129	57				1924-03-24				10956
9130	95					1924-03-24	Service		10956
9131	64	for appointment of auditor		1924-05-12					10956
9132	54			1924-05-12					10956
9133	57				1924-08-30				10957
9134	95					1924-08-30	Service		10957
9135	81				1924-09-22				10956
9136	26	of report of auditor		1924-09-22					10956
9137	81	amended			1924-10-13				10956
9138	26	of amended report of auditor		1924-10-13					10956
9139	57				1924-11-03				10958
9140	95					1924-11-03	Service		10958
9141	22	confirming amended report of auditor		1924-11-10					10956
9142	82	recommending complaint be dismissed			1924-12-08				10952
9143	26	report will be confirmed 2 weeks from date unless exceptions filed		1924-12-08					10952
9144	82	recommending complaint be sustained			1924-12-08				10955
9145	26	report will be confirmed 2 weeks from date unless exceptions filed		1924-12-08					10955
9146	57				1924-12-22				10959
9147	95					1924-12-22	Service		10959
9148	57				1924-12-22				10960
9149	95					1924-12-22	Service		10960
9150	34	complaint dismissed		1924-12-29					10952
9151	54			1924-12-29					10952
9152	64	for appointment of auditor			1924-12-29				10958
9153	64	for appointment of auditor			1924-12-29				10960
9154	64	for appointment of auditor			1924-12-29				10959
9155	54			1924-12-29	1924-12-29				10959
9156	54			1924-12-29	1924-12-29				10960
9157	54			1924-12-29	1924-12-29				10958
9158	57				1925-01-26				10961
9159	52	notice of filing to be given to County Commissioners; upon same, territory shall be annexed		1925-01-26					10961
9160	95			1925-02-04					10961
9161	82	recommending complaint be dismissed			1925-02-09				10953
9162	26	unless exceptions filed prior to 1st Monday of March, 1925, report will be confirmed absolutely		1925-02-09					10953
9163	54			1925-03-16					10961
9164	81				1925-03-30				10952
9165	26	unless exceptions filed on or prior to April 13, 1925, report of auditor will be confirmed absolutely		1925-03-30					10952
9166	34	complaint dismissed		1925-04-06					10953
9167	22	report of auditor confirmed absolutely		1925-04-13					10952
9168	54			1925-05-18					10953
9169	81				1925-06-29				10953
9170	26	unless exceptions filed on or before July 13, 1925, report of auditors to be confirmed absolutely		1925-06-29					10953
9171	54	previously appointed auditor having died		1925-08-03					10961
9172	81				1925-09-21				10961
9173	26	unless exceptions filed on or before October 5, 1925, report of auditor to be confirmed absolutely		1925-09-21					10961
9174	57				1925-09-28				10962
9175	52			1925-09-28	1925-09-28				10962
9176	95					1925-09-28	Service		10962
9177	54			1925-11-16					10962
9178	81				1926-01-04				10962
9179	26	report to be confirmed absolutely unless exceptions filed on or before January 18, 1926		1926-01-04					10962
9180	22	report of auditor confirmed		1926-02-01					10962
9181	57				1926-07-26				10963
9182	52	notice of filing to be given to County Commissioners; upon same, territory shall be annexed		1926-07-26	1926-07-26				10963
9184	58				1927-08-01				10965
9185	49	notice of petition be given		1927-08-01					10965
9186	58				1927-08-08				10966
9187	49	notice of petition be given		1927-08-08					10966
9188	32	by Spring Garden Township			1927-08-15				10965
9189	51			1927-08-15	1927-08-15	1927-08-17	Argument		10965
9190	44	motion to revoke order overruled; amendment allowed		1927-08-22					10965
9191	1	amended; description in metes and bounds			1927-08-22				10965
9192	23			1927-08-31		1927-~01-~01	Election		10965
9193	73				1927-09-07				10966
9194	23			1927-08-31	1927-09-07	1927-~01-~01	Election		10966
9195	57				1927-10-10				10967
9196	95					1927-10-10	Service		10967
9197	73				1927-11-21				10966
9198	30			1927-11-16	1927-11-21				10966
9199	26	if no exceptions filed, annexation shall be made on 1st Monday of January, 1928		1927-11-21	1927-11-21				10966
9200	73				1927-11-21				10965
9201	30			1927-11-16	1927-11-21				10965
9202	26	if no exceptions filed, annexation shall be made on 1st Monday of January, 1928		1927-11-21	1927-11-21				10965
9203	32	by Michael Niles			1927-11-21				10965
9204	61			1928-01-02					10966
9205	34			1928-01-02					10966
9206	60								10966
9207	25	new ward (14th)		1928-02-27					10966
9208	58				1928-11-05				10970
9209	52			1928-11-05		1928-12-10	Election		10970
9210	57				1928-11-12				10969
9211	95					1928-11-12	Service		10969
9212	28								10969
9213	34			1928-11-28		1928-01-02	Effective		10965
9214	57				1928-12-10				10971
9215	95					1928-12-10	Service		10971
9216	60								10965
9217	25	new ward (15th)		1928-12-04					10965
9218	81				1929-01-28				10965
9219	22	re: report of auditor		1929-01-28					10965
9220	58				1918-12-23				10950
9221	55			1918-12-23					10950
9222	82				1919-08-25				10950
9223	26			1919-08-25					10950
9224	58				1919-04-26				10951
9225	55				1919-04-26				10951
9226	82	against division			1919-08-25				10951
9227	26			1919-08-25					10951
9228	82				1918-08-29				10949
9229	26			1918-08-29					10949
9230	58				1918-06-10				10949
9231	55			1918-06-10					10949
9232	57				1912-08-05				10942
9233	57				1912-11-04				10943
9234	57				1913-08-11				10944
9235	58				1913-10-27				10945
9236	55			1913-10-27					10945
9237	60				1913-11-18				10946
